package,npm_link,version,size_bytes,file_count,nonempty_file_count,dependencies,dev_dependencies
@cdktf/provider-aws,https://www.npmjs.com/package/@cdktf/provider-aws,21.22.1,392167704,4468,4468,{},"{""jsii"": ""~5.8.0"", ""cdktf"": ""^0.21.0"", ""projen"": ""^0.98.11"", ""dot-prop"": ""^5.2.0"", ""cdktf-cli"": ""^0.21.0"", ""jsii-diff"": ""^1.119.0"", ""constructs"": ""^10.4.2"", ""typescript"": ""~5.8.0"", ""@types/node"": ""^20"", ""jsii-docgen"": ""^10.2.3"", ""jsii-pacmak"": ""^1.119.0"", ""jsii-rosetta"": ""~5.8.0"", ""@actions/core"": ""^1.1.0"", ""@action-validator/cli"": ""^0.6.0"", ""@action-validator/core"": ""^0.6.0"", ""commit-and-tag-version"": ""^12"", ""@cdktf/provider-project"": ""^0.7.0""}"
@oven/bun-windows-x64-baseline,https://www.npmjs.com/package/@oven/bun-windows-x64-baseline,1.3.14,97757914,3,3,{},{}
ffprobe-static,https://www.npmjs.com/package/ffprobe-static,3.1.0,351499535,11,11,{},"{""tape"": ""^4.0.1""}"
@node-llama-cpp/linux-x64-cuda-ext,https://www.npmjs.com/package/@node-llama-cpp/linux-x64-cuda-ext,3.18.1,464738270,5,5,{},{}
@highcharts/map-collection,https://www.npmjs.com/package/@highcharts/map-collection,2.3.2,130757599,2220,2220,{},{}
@lancedb/lancedb-linux-x64-musl,https://www.npmjs.com/package/@lancedb/lancedb-linux-x64-musl,0.29.0,125189605,3,3,{},{}
@evilmartians/lefthook,https://www.npmjs.com/package/@evilmartians/lefthook,2.1.6,131635039,16,16,{},{}
@github/copilot-language-server,https://www.npmjs.com/package/@github/copilot-language-server,1.489.0,192953871,141,140,"{""vscode-languageserver-protocol"": ""^3.17.5""}",{}
@lancedb/lancedb-linux-arm64-gnu,https://www.npmjs.com/package/@lancedb/lancedb-linux-arm64-gnu,0.29.0,131551813,3,3,{},{}
@progress/kendo-angular-intl,https://www.npmjs.com/package/@progress/kendo-angular-intl,23.4.0,188335297,6147,6147,"{""tslib"": ""^2.3.1"", ""@progress/kendo-intl"": ""3.2.1"", ""@progress/kendo-angular-schematics"": ""23.4.0""}",{}
@ibm/plex,https://www.npmjs.com/package/@ibm/plex,6.4.1,186600620,10308,10308,"{""@ibm/telemetry-js"": ""^1.5.1""}","{""del"": ""^6.1.1"", ""gulp"": ""^4.0.2"", ""sass"": ""^1.51.0"", ""husky"": ""^7.0.4"", ""parcel"": ""^2.0.0-beta.1"", ""rimraf"": ""^2.6.2"", ""cypress"": ""^9.7.0"", ""postcss"": ""^8.2.1"", ""archiver"": ""^3.0.0"", ""fs-extra"": ""^7.0.0"", ""prettier"": ""^1.7.4"", ""@percy/cli"": ""^1.2.1"", ""http-server"": ""^14.1.0"", ""lint-staged"": ""^12.4.2"", ""@percy/cypress"": ""^3.1.1"", ""@commitlint/cli"": ""^17.0.1"", ""@parcel/packager-css"": ""2.0.0-nightly.611"", ""@parcel/packager-html"": ""2.0.0-nightly.611"", ""start-server-and-test"": ""^1.14.0"", ""@parcel/transformer-css"": ""2.0.0-nightly.611"", ""@parcel/transformer-html"": ""2.0.0-nightly.611"", ""@parcel/optimizer-cssnano"": ""2.0.0-nightly.611"", ""@parcel/optimizer-htmlnano"": ""2.0.0-nightly.611"", ""@parcel/transformer-postcss"": ""2.0.0-nightly.611"", ""@parcel/transformer-posthtml"": ""2.0.0-nightly.611"", ""@commitlint/config-conventional"": ""^17.0.0""}"
@eth-optimism/contracts-bedrock,https://www.npmjs.com/package/@eth-optimism/contracts-bedrock,0.17.3,128506541,683,683,{},"{""tsx"": ""^4.7.0"", ""typescript"": ""^5.4.5"", ""@typescript-eslint/parser"": ""^6.21.0"", ""@typescript-eslint/eslint-plugin"": ""^6.21.0""}"
@aws-amplify/graphql-api-construct,https://www.npmjs.com/package/@aws-amplify/graphql-api-construct,1.21.3,143878005,32655,32638,"{""@aws-amplify/ai-constructs"": ""^1.6.1"", ""@aws-amplify/backend-output-schemas"": ""^1.0.0"", ""@aws-amplify/backend-output-storage"": ""^1.0.0"", ""@aws-amplify/graphql-auth-transformer"": ""4.2.7"", ""@aws-amplify/graphql-conversation-transformer"": ""1.1.14"", ""@aws-amplify/graphql-default-value-transformer"": ""3.1.16"", ""@aws-amplify/graphql-directives"": ""2.8.0"", ""@aws-amplify/graphql-function-transformer"": ""3.1.18"", ""@aws-amplify/graphql-generation-transformer"": ""1.2.6"", ""@aws-amplify/graphql-http-transformer"": ""3.0.21"", ""@aws-amplify/graphql-index-transformer"": ""3.1.1"", ""@aws-amplify/graphql-maps-to-transformer"": ""4.0.22"", ""@aws-amplify/graphql-model-transformer"": ""3.4.1"", ""@aws-amplify/graphql-predictions-transformer"": ""3.0.21"", ""@aws-amplify/graphql-relational-transformer"": ""3.1.13"", ""@aws-amplify/graphql-searchable-transformer"": ""3.1.2"", ""@aws-amplify/graphql-sql-transformer"": ""0.4.21"", ""@aws-amplify/graphql-transformer"": ""2.4.2"", ""@aws-amplify/graphql-transformer-core"": ""3.5.1"", ""@aws-amplify/graphql-transformer-interfaces"": ""4.3.0"", ""@aws-amplify/graphql-validate-transformer"": ""1.1.6"", ""@aws-amplify/platform-core"": ""^1.0.0"", ""@aws-amplify/plugin-types"": ""^1.0.0"", ""@aws-crypto/crc32"": ""5.2.0"", ""@aws-crypto/sha256-browser"": ""5.2.0"", ""@aws-crypto/sha256-js"": ""^5.2.0"", ""@aws-crypto/supports-web-crypto"": ""^5.2.0"", ""@aws-crypto/util"": ""^5.2.0"", ""@aws-sdk/client-bedrock-runtime"": ""^3.622.0"", ""@aws-sdk/client-sso"": ""3.637.0"", ""@aws-sdk/client-sso-oidc"": ""3.637.0"", ""@aws-sdk/client-sts"": ""^3.624.0"", ""@aws-sdk/core"": ""3.635.0"", ""@aws-sdk/credential-provider-env"": ""3.620.1"", ""@aws-sdk/credential-provider-http"": ""3.635.0"", ""@aws-sdk/credential-provider-ini"": ""3.637.0"", ""@aws-sdk/credential-provider-login"": ""3.955.0"", ""@aws-sdk/credential-provider-node"": ""3.637.0"", ""@aws-sdk/credential-provider-process"": ""3.620.1"", ""@aws-sdk/credential-provider-sso"": ""3.637.0"", ""@aws-sdk/credential-provider-web-identity"": ""3.621.0"", ""@aws-sdk/eventstream-handler-node"": ""^3.821.0"", ""@aws-sdk/middleware-eventstream"": ""^3.821.0"", ""@aws-sdk/middleware-host-header"": ""3.620.0"", ""@aws-sdk/middleware-logger"": ""3.609.0"", ""@aws-sdk/middleware-recursion-detection"": ""3.620.0"", ""@aws-sdk/middleware-user-agent"": ""3.637.0"", ""@aws-sdk/nested-clients"": ""^3.777.0"", ""@aws-sdk/region-config-resolver"": ""3.614.0"", ""@aws-sdk/token-providers"": ""3.614.0"", ""@aws-sdk/types"": ""^3.734.0"", ""@aws-sdk/util-endpoints"": ""3.734.0"", ""@aws-sdk/util-locate-window"": ""^3.0.0"", ""@aws-sdk/util-user-agent-browser"": ""3.609.0"", ""@aws-sdk/util-user-agent-node"": ""3.614.0"", ""@aws-sdk/xml-builder"": ""3.804.0"", ""@aws/lambda-invoke-store"": ""^0.2.2"", ""@babel/runtime"": ""^7.18.3"", ""@opentelemetry/api"": ""^1.9.0"", ""@opentelemetry/core"": ""^2.0.0"", ""@opentelemetry/resources"": ""2.0.0"", ""@opentelemetry/sdk-trace-base"": ""^2.0.0"", ""@opentelemetry/semantic-conventions"": ""^1.29.0"", ""@smithy/abort-controller"": ""^3.1.1"", ""@smithy/config-resolver"": ""^3.0.5"", ""@smithy/core"": ""^2.4.0"", ""@smithy/credential-provider-imds"": ""^3.2.0"", ""@smithy/eventstream-codec"": ""^3.1.2"", ""@smithy/eventstream-serde-browser"": ""^3.0.6"", ""@smithy/eventstream-serde-config-resolver"": ""^3.0.3"", ""@smithy/eventstream-serde-node"": ""^3.0.5"", ""@smithy/eventstream-serde-universal"": ""^3.0.5"", ""@smithy/fetch-http-handler"": ""^3.2.4"", ""@smithy/hash-node"": ""^3.0.3"", ""@smithy/invalid-dependency"": ""^3.0.3"", ""@smithy/is-array-buffer"": ""^3.0.0"", ""@smithy/middleware-content-length"": ""^3.0.5"", ""@smithy/middleware-endpoint"": ""^3.1.0"", ""@smithy/middleware-retry"": ""^3.0.15"", ""@smithy/middleware-serde"": ""^3.0.3"", ""@smithy/middleware-stack"": ""^3.0.3"", ""@smithy/node-config-provider"": ""^3.1.4"", ""@smithy/node-http-handler"": ""^3.1.4"", ""@smithy/property-provider"": ""^3.1.3"", ""@smithy/protocol-http"": ""^4.1.0"", ""@smithy/querystring-builder"": ""^3.0.3"", ""@smithy/querystring-parser"": ""^3.0.3"", ""@smithy/service-error-classification"": ""^3.0.3"", ""@smithy/shared-ini-file-loader"": ""^3.1.4"", ""@smithy/signature-v4"": ""^4.1.0"", ""@smithy/smithy-client"": ""^3.2.0"", ""@smithy/types"": ""^3.3.0"", ""@smithy/url-parser"": ""^3.0.3"", ""@smithy/util-base64"": ""^3.0.0"", ""@smithy/util-body-length-browser"": ""^3.0.0"", ""@smithy/util-body-length-node"": ""^3.0.0"", ""@smithy/util-buffer-from"": ""^3.0.0"", ""@smithy/util-config-provider"": ""^3.0.0"", ""@smithy/util-defaults-mode-browser"": ""^3.0.15"", ""@smithy/util-defaults-mode-node"": ""^3.0.15"", ""@smithy/util-endpoints"": ""^2.0.5"", ""@smithy/util-hex-encoding"": ""^3.0.0"", ""@smithy/util-middleware"": ""^3.0.3"", ""@smithy/util-retry"": ""^3.0.3"", ""@smithy/util-stream"": ""^3.1.3"", ""@smithy/util-uri-escape"": ""^3.0.0"", ""@smithy/util-utf8"": ""^3.0.0"", ""@smithy/uuid"": ""^1.1.0"", ""@types/uuid"": ""^9.0.8"", ""bowser"": ""^2.11.0"", ""charenc"": ""^0.0.2"", ""ci-info"": ""^3.2.0"", ""crypt"": ""^0.0.2"", ""fast-xml-builder"": ""1.1.1"", ""fast-xml-parser"": ""5.5.2"", ""fs-extra"": ""^8.1.0"", ""graceful-fs"": ""^4.2.0"", ""graphql"": ""^15.5.0"", ""graphql-mapping-template"": ""5.0.2"", ""graphql-transformer-common"": ""5.1.4"", ""hjson"": ""^3.2.2"", ""immer"": ""^9.0.12"", ""is-buffer"": ""~1.1.6"", ""is-ci"": ""^3.0.1"", ""json-schema-to-ts"": ""^3.1.1"", ""jsonfile"": ""^4.0.0"", ""libphonenumber-js"": ""1.9.47"", ""lodash"": ""^4.17.23"", ""lodash.mergewith"": ""^4.6.2"", ""lodash.snakecase"": ""^4.1.1"", ""md5"": ""^2.2.1"", ""object-hash"": ""^3.0.0"", ""path-expression-matcher"": ""1.1.3"", ""pluralize"": ""8.0.0"", ""regenerator-runtime"": ""^0.14.0"", ""semver"": ""^7.6.3"", ""strnum"": ""^1.0.5"", ""ts-algebra"": ""^2.0.0"", ""ts-dedent"": ""^2.0.0"", ""tslib"": ""^2.6.2"", ""universalify"": ""^0.1.0"", ""uuid"": ""^9.0.1"", ""zod"": ""^3.22.2""}","{""@aws-amplify/graphql-transformer-test-utils"": ""1.1.1"", ""@types/fs-extra"": ""^8.0.1"", ""@types/node"": ""^24.0.0"", ""aws-cdk-lib"": ""2.224.0"", ""constructs"": ""10.3.0"", ""jsii"": ""^5.7.0"", ""jsii-docgen"": ""9.1.2"", ""jsii-pacmak"": ""^1.84.0"", ""jsii-rosetta"": ""^5.7.0"", ""rimraf"": ""^3.0.0"", ""ts-node"": ""^8.10.1""}"
react-native-skia-android,https://www.npmjs.com/package/react-native-skia-android,147.1.0,228467070,38,38,{},{}
react-native-skia-apple-ios,https://www.npmjs.com/package/react-native-skia-apple-ios,147.1.0,214452582,26,26,{},{}
@trufflesuite/uws-js-unofficial,https://www.npmjs.com/package/@trufflesuite/uws-js-unofficial,20.30.0-unofficial.0,117587139,89,89,"{""ws"": ""8.13.0"", ""bufferutil"": ""4.0.7"", ""utf-8-validate"": ""6.0.3""}","{""@types/ws"": ""^8.5.5"", ""typescript"": ""^5.1.5""}"
react-native-skia-apple-tvos,https://www.npmjs.com/package/react-native-skia-apple-tvos,147.1.0,214457708,26,26,{},{}
@aws-amplify/data-construct,https://www.npmjs.com/package/@aws-amplify/data-construct,1.17.3,142149976,31859,31842,"{""@aws-amplify/ai-constructs"": ""^1.6.1"", ""@aws-amplify/backend-output-schemas"": ""^1.0.0"", ""@aws-amplify/backend-output-storage"": ""^1.0.0"", ""@aws-amplify/graphql-api-construct"": ""1.21.3"", ""@aws-amplify/graphql-auth-transformer"": ""4.2.7"", ""@aws-amplify/graphql-conversation-transformer"": ""1.1.14"", ""@aws-amplify/graphql-default-value-transformer"": ""3.1.16"", ""@aws-amplify/graphql-directives"": ""2.8.0"", ""@aws-amplify/graphql-function-transformer"": ""3.1.18"", ""@aws-amplify/graphql-generation-transformer"": ""1.2.6"", ""@aws-amplify/graphql-http-transformer"": ""3.0.21"", ""@aws-amplify/graphql-index-transformer"": ""3.1.1"", ""@aws-amplify/graphql-maps-to-transformer"": ""4.0.22"", ""@aws-amplify/graphql-model-transformer"": ""3.4.1"", ""@aws-amplify/graphql-predictions-transformer"": ""3.0.21"", ""@aws-amplify/graphql-relational-transformer"": ""3.1.13"", ""@aws-amplify/graphql-searchable-transformer"": ""3.1.2"", ""@aws-amplify/graphql-sql-transformer"": ""0.4.21"", ""@aws-amplify/graphql-transformer"": ""2.4.2"", ""@aws-amplify/graphql-transformer-core"": ""3.5.1"", ""@aws-amplify/graphql-transformer-interfaces"": ""4.3.0"", ""@aws-amplify/graphql-validate-transformer"": ""1.1.6"", ""@aws-amplify/platform-core"": ""^1.0.0"", ""@aws-amplify/plugin-types"": ""^1.0.0"", ""@aws-crypto/crc32"": ""5.2.0"", ""@aws-crypto/sha256-browser"": ""5.2.0"", ""@aws-crypto/sha256-js"": ""^5.2.0"", ""@aws-crypto/supports-web-crypto"": ""^5.2.0"", ""@aws-crypto/util"": ""^5.2.0"", ""@aws-sdk/client-bedrock-runtime"": ""^3.622.0"", ""@aws-sdk/client-sso"": ""3.637.0"", ""@aws-sdk/client-sso-oidc"": ""3.637.0"", ""@aws-sdk/client-sts"": ""^3.624.0"", ""@aws-sdk/core"": ""3.635.0"", ""@aws-sdk/credential-provider-env"": ""3.620.1"", ""@aws-sdk/credential-provider-http"": ""3.635.0"", ""@aws-sdk/credential-provider-ini"": ""3.637.0"", ""@aws-sdk/credential-provider-login"": ""3.955.0"", ""@aws-sdk/credential-provider-node"": ""3.637.0"", ""@aws-sdk/credential-provider-process"": ""3.620.1"", ""@aws-sdk/credential-provider-sso"": ""3.637.0"", ""@aws-sdk/credential-provider-web-identity"": ""3.621.0"", ""@aws-sdk/eventstream-handler-node"": ""^3.821.0"", ""@aws-sdk/middleware-eventstream"": ""^3.821.0"", ""@aws-sdk/middleware-host-header"": ""3.620.0"", ""@aws-sdk/middleware-logger"": ""3.609.0"", ""@aws-sdk/middleware-recursion-detection"": ""3.620.0"", ""@aws-sdk/middleware-user-agent"": ""3.637.0"", ""@aws-sdk/nested-clients"": ""^3.777.0"", ""@aws-sdk/region-config-resolver"": ""3.614.0"", ""@aws-sdk/token-providers"": ""3.614.0"", ""@aws-sdk/types"": ""^3.734.0"", ""@aws-sdk/util-endpoints"": ""3.637.0"", ""@aws-sdk/util-locate-window"": ""^3.0.0"", ""@aws-sdk/util-user-agent-browser"": ""3.609.0"", ""@aws-sdk/util-user-agent-node"": ""3.614.0"", ""@aws-sdk/xml-builder"": ""3.804.0"", ""@aws/lambda-invoke-store"": ""^0.2.2"", ""@babel/runtime"": ""^7.18.3"", ""@opentelemetry/api"": ""^1.9.0"", ""@opentelemetry/core"": ""^2.0.0"", ""@opentelemetry/resources"": ""2.0.0"", ""@opentelemetry/sdk-trace-base"": ""^2.0.0"", ""@opentelemetry/semantic-conventions"": ""^1.29.0"", ""@smithy/abort-controller"": ""^3.1.1"", ""@smithy/config-resolver"": ""^3.0.5"", ""@smithy/core"": ""^2.4.0"", ""@smithy/credential-provider-imds"": ""^3.2.0"", ""@smithy/eventstream-codec"": ""^3.1.2"", ""@smithy/eventstream-serde-browser"": ""^3.0.6"", ""@smithy/eventstream-serde-config-resolver"": ""^3.0.3"", ""@smithy/eventstream-serde-node"": ""^3.0.5"", ""@smithy/eventstream-serde-universal"": ""^3.0.5"", ""@smithy/fetch-http-handler"": ""^3.2.4"", ""@smithy/hash-node"": ""^3.0.3"", ""@smithy/invalid-dependency"": ""^3.0.3"", ""@smithy/is-array-buffer"": ""^3.0.0"", ""@smithy/middleware-content-length"": ""^3.0.5"", ""@smithy/middleware-endpoint"": ""^3.1.0"", ""@smithy/middleware-retry"": ""^3.0.15"", ""@smithy/middleware-serde"": ""^3.0.3"", ""@smithy/middleware-stack"": ""^3.0.3"", ""@smithy/node-config-provider"": ""^3.1.4"", ""@smithy/node-http-handler"": ""^3.1.4"", ""@smithy/property-provider"": ""^3.1.3"", ""@smithy/protocol-http"": ""^4.1.0"", ""@smithy/querystring-builder"": ""^3.0.3"", ""@smithy/querystring-parser"": ""^3.0.3"", ""@smithy/service-error-classification"": ""^3.0.3"", ""@smithy/shared-ini-file-loader"": ""^3.1.4"", ""@smithy/signature-v4"": ""^4.1.0"", ""@smithy/smithy-client"": ""^3.2.0"", ""@smithy/types"": ""^3.3.0"", ""@smithy/url-parser"": ""^3.0.3"", ""@smithy/util-base64"": ""^3.0.0"", ""@smithy/util-body-length-browser"": ""^3.0.0"", ""@smithy/util-body-length-node"": ""^3.0.0"", ""@smithy/util-buffer-from"": ""^3.0.0"", ""@smithy/util-config-provider"": ""^3.0.0"", ""@smithy/util-defaults-mode-browser"": ""^3.0.15"", ""@smithy/util-defaults-mode-node"": ""^3.0.15"", ""@smithy/util-endpoints"": ""^2.0.5"", ""@smithy/util-hex-encoding"": ""^3.0.0"", ""@smithy/util-middleware"": ""^3.0.3"", ""@smithy/util-retry"": ""^3.0.3"", ""@smithy/util-stream"": ""^3.1.3"", ""@smithy/util-uri-escape"": ""^3.0.0"", ""@smithy/util-utf8"": ""^3.0.0"", ""@smithy/uuid"": ""^1.1.0"", ""@types/uuid"": ""^9.0.8"", ""bowser"": ""^2.11.0"", ""charenc"": ""^0.0.2"", ""ci-info"": ""^3.2.0"", ""crypt"": ""^0.0.2"", ""fast-xml-builder"": ""1.1.1"", ""fast-xml-parser"": ""5.5.2"", ""fs-extra"": ""^8.1.0"", ""graceful-fs"": ""^4.2.0"", ""graphql"": ""^15.5.0"", ""graphql-mapping-template"": ""5.0.2"", ""graphql-transformer-common"": ""5.1.4"", ""hjson"": ""^3.2.2"", ""immer"": ""^9.0.12"", ""is-buffer"": ""~1.1.6"", ""is-ci"": ""^3.0.1"", ""json-schema-to-ts"": ""^3.1.1"", ""jsonfile"": ""^4.0.0"", ""libphonenumber-js"": ""1.9.47"", ""lodash"": ""^4.17.23"", ""lodash.mergewith"": ""^4.6.2"", ""lodash.snakecase"": ""^4.1.1"", ""md5"": ""^2.2.1"", ""object-hash"": ""^3.0.0"", ""path-expression-matcher"": ""1.1.3"", ""pluralize"": ""8.0.0"", ""regenerator-runtime"": ""^0.14.0"", ""semver"": ""^7.6.3"", ""strnum"": ""^1.0.5"", ""ts-algebra"": ""^2.0.0"", ""ts-dedent"": ""^2.0.0"", ""tslib"": ""^2.6.2"", ""universalify"": ""^0.1.0"", ""uuid"": ""^9.0.1"", ""zod"": ""^3.22.2""}","{""@types/fs-extra"": ""^8.0.1"", ""@types/node"": ""^24.0.0"", ""aws-cdk-lib"": ""2.224.0"", ""constructs"": ""10.3.0"", ""jsii"": ""^5.7.0"", ""jsii-pacmak"": ""^1.84.0"", ""jsii-rosetta"": ""^5.7.0"", ""rimraf"": ""^3.0.0"", ""ts-node"": ""^8.10.1""}"
@bufbuild/buf-darwin-arm64,https://www.npmjs.com/package/@bufbuild/buf-darwin-arm64,1.69.0,122897979,5,5,{},{}
@zed-industries/codex-acp-win32-x64,https://www.npmjs.com/package/@zed-industries/codex-acp-win32-x64,0.14.0,176678205,2,2,{},{}
@zed-industries/codex-acp-linux-arm64,https://www.npmjs.com/package/@zed-industries/codex-acp-linux-arm64,0.14.0,208478033,2,2,{},{}
datamaps,https://www.npmjs.com/package/datamaps,0.5.10,137455952,1412,1411,"{""d3"": ""^3.5.6"", ""topojson"": ""^1.6.19"", ""@types/d3"": ""3.5.38""}","{""grunt"": ""~0.4.1"", ""grunt-contrib-clean"": ""~0.5.0"", ""grunt-contrib-copy"": ""~0.4.1"", ""grunt-contrib-jasmine"": ""~0.5.2"", ""grunt-contrib-uglify"": ""~0.2.2"", ""grunt-contrib-watch"": ""~0.4.4"", ""grunt-replace"": ""~0.4.4"", ""grunt-sync-pkg"": ""^0.1.2"", ""grunt-text-replace"": ""~0.3.6""}"
@anthropic-ai/claude-code-linux-arm64,https://www.npmjs.com/package/@anthropic-ai/claude-code-linux-arm64,2.1.144,233289946,4,4,{},{}
git-cz,https://www.npmjs.com/package/git-cz,4.9.0,152702114,14,14,{},"{""@semantic-release/changelog"": ""6.0.1"", ""@semantic-release/git"": ""10.0.1"", ""any-shell-escape"": ""0.1.1"", ""browserify"": ""17.0.0"", ""chai"": ""4.3.6"", ""chalk"": ""4.1.2"", ""commitizen"": ""4.2.4"", ""eslint"": ""7.32.0"", ""eslint-plugin-babel"": ""5.3.1"", ""eslint-plugin-filenames"": ""1.3.2"", ""eslint-plugin-import"": ""2.26.0"", ""eslint-plugin-jest"": ""26.2.1"", ""eslint-plugin-jsdoc"": ""39.2.9"", ""eslint-plugin-no-use-extend-native"": ""0.5.0"", ""eslint-plugin-promise"": ""6.0.0"", ""eslint-plugin-unicorn"": ""23.0.0"", ""fuzzy"": ""0.1.3"", ""global"": ""4.4.0"", ""husky"": ""8.0.1"", ""inquirer"": ""8.2.4"", ""inquirer-list-search-prompt"": ""1.0.2"", ""jest"": ""28.1.0"", ""minimist"": ""1.2.6"", ""mocha"": ""10.0.0"", ""pkg"": ""5.6.0"", ""rimraf"": ""3.0.2"", ""semantic-release"": ""19.0.2"", ""signale"": ""1.4.0"", ""spawncommand"": ""2.2.0"", ""word-wrap"": ""1.2.3""}"
@bufbuild/buf-win32-x64,https://www.npmjs.com/package/@bufbuild/buf-win32-x64,1.69.0,128691628,5,5,{},{}
opencode-linux-arm64,https://www.npmjs.com/package/opencode-linux-arm64,1.15.5,143894813,2,2,{},{}
@kilocode/cli-linux-x64-baseline-musl,https://www.npmjs.com/package/@kilocode/cli-linux-x64-baseline-musl,7.3.0,175586981,39,39,{},{}
@zed-industries/codex-acp-darwin-arm64,https://www.npmjs.com/package/@zed-industries/codex-acp-darwin-arm64,0.14.0,179964765,2,2,{},{}
devicon,https://www.npmjs.com/package/devicon,2.17.0,134906102,2122,2122,{},"{""concurrently"": ""^8.2.2"", ""gulp"": ""^4.0.2"", ""gulp-footer"": ""^2.0.2"", ""gulp-sass"": ""^5.0.0"", ""gulp-svgmin"": ""^3.0.0"", ""open"": ""^10.0.3"", ""run-script-os"": ""^1.1.6"", ""sass"": ""^1.26.10"", ""yargs"": ""^17.0.0""}"
@kilocode/cli-linux-x64,https://www.npmjs.com/package/@kilocode/cli-linux-x64,7.3.0,180735575,39,39,{},{}
opencode-linux-arm64-musl,https://www.npmjs.com/package/opencode-linux-arm64-musl,1.15.5,139505674,2,2,{},{}
@node-llama-cpp/win-x64-cuda,https://www.npmjs.com/package/@node-llama-cpp/win-x64-cuda,3.18.1,145263883,21,21,{},{}
@kilocode/cli-linux-x64-musl,https://www.npmjs.com/package/@kilocode/cli-linux-x64-musl,7.3.0,175586972,39,39,{},{}
@bufbuild/buf-darwin-x64,https://www.npmjs.com/package/@bufbuild/buf-darwin-x64,1.69.0,128922783,5,5,{},{}
@bufbuild/buf-win32-arm64,https://www.npmjs.com/package/@bufbuild/buf-win32-arm64,1.69.0,120120754,5,5,{},{}
@kilocode/cli-linux-x64-baseline,https://www.npmjs.com/package/@kilocode/cli-linux-x64-baseline,7.3.0,180735584,39,39,{},{}
n8n-editor-ui,https://www.npmjs.com/package/n8n-editor-ui,2.16.2,162870420,1497,1496,{},{}
fast-geoip,https://www.npmjs.com/package/fast-geoip,1.1.88,164338251,3141,3141,{},"{""@types/node"": ""^14.0.20"", ""typescript"": ""^3.9.6""}"
@lancedb/lancedb-win32-arm64-msvc,https://www.npmjs.com/package/@lancedb/lancedb-win32-arm64-msvc,0.29.0,128228330,3,3,{},{}
@concordium/web-sdk,https://www.npmjs.com/package/@concordium/web-sdk,12.0.2,131501305,713,713,"{""uuid"": ""^8.3.2"", ""cbor2"": ""^1.12.0"", ""big.js"": ""^6.2.0"", ""buffer"": ""^6.0.3"", ""hash.js"": ""^1.1.7"", ""bs58check"": ""^3.0.1"", ""iso-3166-1"": ""^2.1.1"", ""json-bigint"": ""^1.0.0"", ""@scure/bip39"": ""^1.2.1"", ""@grpc/grpc-js"": ""^1.14.0"", ""@noble/hashes"": ""^1.3.2"", ""@types/big.js"": ""^6.2.0"", ""@noble/ed25519"": ""^2.0.0"", ""@protobuf-ts/runtime-rpc"": ""^2.8.2"", ""@concordium/rust-bindings"": ""^4.0.1"", ""@protobuf-ts/grpc-transport"": ""^2.9.1"", ""@protobuf-ts/grpcweb-transport"": ""^2.9.1""}","{""tsx"": ""^4.19.3"", ""glob"": ""^10.3.10"", ""jest"": ""^29.6.2"", ""eslint"": ""8"", ""mkdirp"": ""^3.0.1"", ""rimraf"": ""^5.0.1"", ""ts-jest"": ""^29.1.1"", ""webpack"": ""^5.88.2"", ""prettier"": ""^3.2.5"", ""grpc-tools"": ""^1.11.2"", ""size-limit"": ""^11.1.4"", ""typescript"": ""^5.2.2"", ""@types/jest"": ""^26.0.23"", ""@types/node"": ""^20.12.13"", ""@types/uuid"": ""^8.3.4"", ""webpack-cli"": ""^5.1.4"", ""react-native"": ""^0.74.1"", ""@types/bs58check"": ""^2.1.0"", ""isomorphic-fetch"": ""^3.0.0"", ""@types/json-bigint"": ""^1.0.1"", ""@protobuf-ts/plugin"": ""^2.9.1"", ""jest-environment-jsdom"": ""^29.7.0"", ""grpc_tools_node_protoc_ts"": ""5.3.0"", ""@size-limit/preset-big-lib"": ""^11.2.0"", ""@testing-library/react-native"": ""^12.3.1"", ""@babel/plugin-transform-private-methods"": ""^7.25.9""}"
@cdktf/provider-datadog,https://www.npmjs.com/package/@cdktf/provider-datadog,12.15.2,143989886,436,436,{},"{""jsii"": ""~5.8.0"", ""cdktf"": ""^0.21.0"", ""projen"": ""^0.98.11"", ""dot-prop"": ""^5.2.0"", ""cdktf-cli"": ""^0.21.0"", ""jsii-diff"": ""^1.119.0"", ""constructs"": ""^10.4.2"", ""typescript"": ""~5.8.0"", ""@types/node"": ""^20"", ""jsii-docgen"": ""^10.2.3"", ""jsii-pacmak"": ""^1.119.0"", ""jsii-rosetta"": ""~5.8.0"", ""@actions/core"": ""^1.1.0"", ""@action-validator/cli"": ""^0.6.0"", ""@action-validator/core"": ""^0.6.0"", ""commit-and-tag-version"": ""^12"", ""@cdktf/provider-project"": ""^0.7.0""}"
