package,version,jt_ca,jt_ce,jt_instability,module_file_count,module_decl_mean,module_decl_median,module_decl_std_dev,module_decl_max,module_decl_outlier_count,module_internal_fan_in_mean,module_internal_fan_in_median,module_internal_fan_in_std_dev,module_internal_fan_in_max,module_internal_fan_in_outlier_count,module_internal_fan_out_mean,module_internal_fan_out_median,module_internal_fan_out_std_dev,module_internal_fan_out_max,module_internal_fan_out_outlier_count,class_mean,class_median,class_std_dev,class_max,class_outlier_count,function_mean,function_median,function_std_dev,function_max,function_outlier_count,function_call_mean,function_call_median,function_call_std_dev,function_call_max,function_call_outlier_count
mongo-unit,3.4.0,24,10,0.2941,3,2.00,0.00,2.83,6,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,8.67,0.00,12.26,26,0,2.35,2.00,1.90,8,0
all-the-public-replicate-models,1.686.0,1,4,0.8,4,2.00,2.00,1.00,3,0,0.25,0.00,0.43,1,0,0.25,0.00,0.43,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@toolbox-sdk/server-linux-x64,1.2.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@ericsanchezok/synergy-darwin-arm64,2.0.2,0,0,0,635,1.22,0.00,2.99,23,10,1.22,0.00,4.64,49,9,1.22,0.00,2.99,23,10,0.70,0.00,10.79,199,2,43.07,0.00,544.72,13009,4,2.79,1.00,6.13,219,420
@ericsanchezok/synergy-darwin-x64,2.0.2,0,0,0,635,1.22,0.00,2.99,23,10,1.22,0.00,4.64,49,9,1.22,0.00,2.99,23,10,0.70,0.00,10.79,199,2,43.07,0.00,544.72,13009,4,2.79,1.00,6.13,219,420
@joystick.js/node-canary,0.0.0-canary.2371,0,36,1,544,3.16,2.00,4.81,49,10,2.41,1.00,4.07,37,16,2.41,1.00,4.44,47,8,0.03,0.00,0.19,2,14,5.24,2.00,10.01,157,9,3.66,2.00,5.82,70,47
@oomol-lab/oo-cli-win32-arm64,0.5.11,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
cojson-core-rn,0.20.18,1,25,0.9615,12,1.33,1.00,0.62,2,0,0.50,0.50,0.50,1,0,0.50,0.00,0.76,2,0,3.50,0.00,7.40,20,0,19.92,0.50,43.65,119,0,3.78,3.00,10.10,112,2
@adaptic/backend-legacy,0.0.87,1,9,0.9,19954,3.65,3.00,16.34,1997,12,2.97,0.00,16.09,1028,88,2.97,2.00,16.32,1997,12,0.46,0.00,0.50,4,2,8.17,0.00,27.84,1997,66,0.82,0.00,2.98,190,503
@layerzerolabs/protocol-starknet-v2,0.2.94,2,5,0.7143,56,0.95,0.00,2.50,14,2,0.89,0.00,2.97,22,1,0.89,0.00,2.50,14,2,0.00,0.00,0.00,0,0,0.70,0.00,2.70,12,3,0.05,0.00,0.22,1,2
hbuilderx-plugin-launcher,5.7.2026041615-3250-alpha,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@lenml/tokenizer-gemini,3.7.2,1,6,0.8571,6,1.33,1.00,0.94,3,0,0.17,0.00,0.37,1,0,0.17,0.00,0.37,1,0,0.00,0.00,0.00,0,0,89.83,15.00,171.55,472,0,2.75,1.00,22.35,514,1
@oomol-lab/oo-cli-win32-x64,0.5.11,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
create-expo-cljs-app,1.0.23,0,4,1,19266,2.08,1.00,6.09,551,112,1.46,1.00,5.19,348,140,1.46,1.00,5.72,551,104,0.11,0.00,1.16,102,59,9.52,1.00,70.26,4788,212,2.52,1.00,37.60,12917,51
@proteinjs/reflection-build,1.4.6,27,22,0.449,11850,1.96,1.00,8.30,580,43,1.30,1.00,6.86,348,26,1.30,0.00,8.04,580,28,0.13,0.00,0.72,29,112,16.64,1.00,445.41,19805,10,3.26,1.00,6.84,300,2817
@kilocode/cli-linux-arm64-musl,7.3.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@libphp/almalinux-9-v85,0.0.3,1,3,0.75,4,0.75,0.50,0.83,2,0,0.25,0.00,0.43,1,0,0.25,0.00,0.43,1,0,0.00,0.00,0.00,0,0,3.75,0.00,6.50,15,0,1.53,1.00,0.96,4,0
@imgly/background-removal-data,1.4.5,0,1,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@socialgouv/kali-data,3.449.0,0,29,1,27,1.78,1.00,1.93,10,1,1.37,0.00,1.59,4,0,1.37,1.00,1.93,10,1,0.00,0.00,0.00,0,0,3.63,2.00,3.29,12,0,2.55,2.00,2.60,24,1
@surrealdb/node,3.0.3,14,3,0.1765,2,38.00,38.00,37.00,75,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.50,0.50,0.50,1,0,7.50,7.50,7.50,15,0,9.93,2.00,31.58,128,1
pretendard-jp,1.3.9,1,1,0.5,1,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@venusprotocol/isolated-pools,4.3.0,5,61,0.9242,620,3.19,3.00,5.79,139,2,0.29,0.00,0.99,18,4,0.29,0.00,5.59,139,1,0.90,1.00,0.30,1,0,0.48,0.00,5.86,139,3,2.02,0.00,4.42,36,8
@superfluid-finance/ethereum-contracts,1.15.0,17,24,0.5854,5,5.20,2.00,7.47,20,0,0.40,0.00,0.49,1,0,0.40,0.00,0.49,1,0,0.00,0.00,0.00,0,0,2.40,1.00,3.01,8,0,6.75,2.50,9.58,35,0
mfpdev-cli,8.0.2022100206,0,68,1,9389,1.40,0.00,4.16,157,49,1.04,0.00,8.08,353,30,1.04,0.00,3.93,157,28,0.07,0.00,0.41,14,185,16.73,1.00,346.68,15675,15,3.43,2.00,14.11,1858,483
@kilocode/cli-linux-arm64,7.3.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@material-symbols-svg/vue,0.6.0,0,10,1,23250,1.00,1.00,0.05,2,1,1.00,0.00,152.12,23196,1,1.00,1.00,0.05,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.02,3,2,2.80,1.00,4.12,11,0
@gnsx/genesys.js,10.12.0,1,45,0.9783,1608,2.71,1.00,5.13,95,12,1.78,0.00,7.27,153,18,1.78,0.00,4.80,94,12,0.54,0.00,0.82,8,25,8.51,0.00,228.51,9163,1,3.04,1.00,12.73,1135,82
@tencentdb-agent-memory/tcvdb-text,0.1.1,1,4,0.8,16,1.50,1.00,1.80,6,0,0.88,0.00,1.27,4,0,0.88,0.50,1.17,4,0,0.75,1.00,0.66,2,0,0.44,0.00,1.46,6,1,0.43,0.00,0.49,1,0
@onica/runway,2.6.14,0,3,1,2,3.50,3.50,0.50,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,4.00,4.00,3.00,7,0,1.63,1.00,1.80,6,0
@fmsim/fmsim-restful,2.0.0-beta.81,2,26,0.9286,102,2.95,1.00,4.56,22,2,0.33,0.00,0.81,4,2,0.33,0.00,0.92,5,3,23.72,0.00,103.00,627,3,258.54,2.00,1309.82,12676,1,2.56,1.00,5.60,203,294
unicode-12.0.0,0.8.0,7,0,0,2396,0.09,0.00,0.28,1,204,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@vrsen/agentswarm-cli-linux-x64-musl,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@db-ux/db-theme-icons,3.9.0,3,0,0,16,0.69,0.00,2.02,8,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.38,0.00,1.45,6,1,5.33,5.00,2.62,9,0
vue2-client,1.20.88,3,82,0.9647,311,1.78,1.00,3.52,32,5,0.39,0.00,0.73,5,7,0.39,0.00,1.49,20,5,0.83,0.00,12.23,216,1,42.67,0.00,345.57,5596,3,5.46,2.00,28.43,2879,40
@mndrk/agx,2.4.11,0,21,1,3233,3.04,1.00,6.15,107,39,1.20,0.00,4.63,182,28,1.20,0.00,3.95,79,41,0.52,0.00,3.67,87,22,41.75,4.00,425.75,20496,10,3.18,1.00,10.95,2545,904
@hyperlane-xyz/core,11.3.1,33,33,0.5,5901,2.00,2.00,6.24,384,7,0.62,0.00,8.27,386,8,0.62,0.00,5.06,384,1,0.27,0.00,1.29,91,2,7.70,0.00,328.46,23139,2,3.61,2.00,10.09,838,432
openui5-dist,1.108.10,0,10,1,17401,0.31,0.00,4.59,286,80,0.00,0.00,0.12,14,14,0.00,0.00,0.06,5,28,0.05,0.00,2.86,322,3,14.72,3.00,66.89,3463,114,5.07,2.00,10.39,1234,4371
@vrsen/agentswarm-cli-windows-x64,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
react-native-filament-buildcores,1.7.11,0,14,1,399,2.28,1.00,3.33,35,5,1.35,1.00,2.88,27,6,1.35,0.00,3.02,35,5,0.01,0.00,0.10,1,4,2.14,0.00,5.33,67,3,1.93,1.00,2.69,27,18
@vrsen/agentswarm-cli-linux-x64,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@qvac/llm-llamacpp,0.20.1,2,16,0.8889,6,1.67,1.00,2.05,6,0,0.50,0.00,0.76,2,0,0.50,0.00,0.76,2,0,0.50,0.50,0.50,1,0,3.17,0.00,6.64,18,0,1.58,1.00,2.11,7,0
zraldcli-darwin-arm64,2.0.74,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@qvac/tts-onnx,0.9.0,1,26,0.963,20,3.70,2.00,4.09,14,0,1.20,1.00,1.03,4,0,1.20,1.00,1.69,6,0,0.25,0.00,0.43,1,0,8.60,4.00,11.10,44,1,6.42,2.00,11.13,78,4
@vrsen/agentswarm-cli-linux-x64-baseline,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
unicode-13.0.0,0.8.0,13,0,0,2420,0.09,0.00,0.28,1,206,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
riskjs,0.0.7,0,5,1,1,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
openclaw-cojad,2605.19.1300,0,75,1,19387,3.74,2.00,6.54,242,264,2.70,0.00,17.58,1180,99,2.70,1.00,6.13,234,262,0.02,0.00,0.31,21,272,11.35,1.00,50.56,4577,107,3.81,2.00,7.20,453,2839
fusionmaps,4.1.0,4,14,0.7778,6515,0.33,0.00,0.47,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,7.11,0.00,132.36,10327,6,2.19,1.00,6.22,315,599
@react-native-oh/react-native-harmony,0.82.29,16,37,0.6981,1000,1.73,0.00,3.59,71,13,1.05,0.00,2.86,50,14,1.05,0.00,2.85,70,8,0.16,0.00,0.91,21,4,7.37,0.00,49.03,818,8,4.12,2.00,7.78,172,145
@vrsen/agentswarm-cli-windows-arm64,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@vrsen/agentswarm-cli-windows-x64-baseline,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
hqchart,1.1.15808,0,2,1,163,0.24,0.00,1.23,14,2,0.04,0.00,0.19,1,6,0.04,0.00,0.33,3,2,0.00,0.00,0.00,0,0,301.60,0.00,1127.79,6146,6,4.88,2.00,10.03,197,953
@kilocode/cli-darwin-x64,7.3.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
foxfire,2.0.0,0,9,1,11,1.27,0.00,2.49,7,0,0.27,0.00,0.45,1,0,0.27,0.00,0.86,3,1,0.00,0.00,0.00,0,0,1.27,0.00,1.60,4,0,2.14,1.50,2.45,9,0
@postman/pm-bin-windows-x64,1.37.0,0,0,0,509,4.07,2.00,10.59,214,2,2.07,1.00,4.94,65,5,2.07,1.00,3.07,30,8,0.59,0.00,3.52,41,4,28.69,3.00,425.17,9548,1,3.59,2.00,7.57,410,187
@builder.io/buildercode-darwin-arm64,0.5.1,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kilocode/cli-darwin-x64-baseline,7.3.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
graphql-server-example,1.0.0,1,7,0.875,32272,2.32,1.00,8.72,815,107,1.66,1.00,6.52,348,251,1.66,1.00,7.01,543,112,0.12,0.00,1.29,117,99,8.51,1.00,173.14,14214,42,3.21,2.00,10.36,1616,1305
@vrsen/agentswarm-cli-linux-x64-baseline-musl,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@factory/cli-win32-x64,0.129.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@builder.io/buildercode-win32-x64,0.5.1,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
archgate-win32-x64,0.26.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
newawesome,2.2.2,0,29,1,36,4.28,2.50,4.51,18,1,1.58,1.00,1.77,8,2,1.58,1.00,2.17,8,0,0.00,0.00,0.00,0,0,2.64,1.00,4.17,20,1,2.00,1.00,3.66,24,3
@socialgouv/fiches-vdd,2.1738.0,0,10,1,6,2.00,1.00,2.00,6,0,0.50,0.50,0.50,1,0,0.50,0.00,1.12,3,0,0.00,0.00,0.00,0,0,4.50,3.50,3.95,11,0,2.56,1.00,2.99,11,0
@vrsen/agentswarm-cli-darwin-x64-baseline,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@joggr/cli-linux-x64-musl,0.14.3,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@vkhanhqui/figma-mcp-go,0.1.3,0,0,0,1,3.00,3.00,0.00,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@factory/cli-win32-x64-baseline,0.129.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@celo/client,0.0.419,1,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@vrsen/agentswarm-cli-linux-arm64,1.4.34,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
