package,version,size_bytes,file_count,nonempty_file_count,jt_afferent,jt_efferent_total,jt_efferent_internal,jt_efferent_external,jt_instability,jt_in_degree,jt_out_degree,jt_in_degree_centrality,jt_out_degree_centrality,jt_total_degree_centrality,jt_dependency_score,jt_warning_count,jt_warning_messages
@svc-apac-goodyear/design-tokens,1.32.41,155027204,238,229,0,25,0,25,1,0,0,0,0,0,25,0,
cocos-creator,2.4.2-q,428682191,5214,5206,0,146,0,146,1,0,0,0,0,0,146,0,
rewards-test3,0.1.489,310730151,2920,2920,0,83,0,83,1,0,0,0,0,0,83,0,
rari-win32-x64,0.13.6,130325304,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
thin-hook,0.4.0-alpha.62,135297193,3557,3556,0,104,0,104,1,0,0,0,0,0,104,0,
opencode-ai-nofc-windows-arm64,1.14.50,156447869,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
rari-linux-x64,0.13.6,127371023,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@twsxtd/hapi-win32-x64,0.18.1,166887868,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@foundryup/foundry,0.2.0-nightly.4603195,411451906,19,18,0,9,0,9,1,0,0,0,0,0,9,0,
@sonarwatch/token-lists,1.24.84,311928235,21,21,0,27,0,27,1,0,0,0,0,0,27,0,
cedar-os,0.1.23,384553120,500,500,0,52,0,52,1,0,0,0,0,0,52,0,
opencode-ai-nofc-linux-arm64,1.14.50,149948859,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@newtype-os/cli-linux-arm64-musl,0.0.71,152271129,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
stromdao-eaf,0.6.15,326241781,489,485,0,25,1,24,1,0,1,0,0.0002,0.0001,25,0,
davi-js,8.0.6,247309660,1466,1285,0,80,0,80,1,0,0,0,0,0,80,0,
oh-my-magento-linux-x64,0.3.13,116439788,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vmosedge/proxy-sdk,1.2.4,135722944,31,31,0,7,0,7,1,0,0,0,0,0,7,0,
astra-insight-mcp,0.3.3,166549596,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
@raiadrogasil/pulso-react-native-components,3.30.1,199054652,945,945,0,41,0,41,1,0,0,0,0,0,41,0,
@reglendo/mergado-ui-kit,4.1.2,205466431,32870,32761,0,72,0,72,1,0,0,0,0,0,72,0,
vertx3-full,3.9.4,131106875,140,140,0,0,0,0,0,0,0,0,0,0,0,0,
@jam3/react-hooks,1.0.1,287912268,36640,36541,0,36,0,36,1,0,0,0,0,0,36,0,
@vikasitai/vikasit-code-linux-x64-baseline,2.0.7,161167532,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@restatedev/restate-linux-arm64,1.6.2,183554872,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@babylonjs/react-native-windows,0.65.0-alpha.49,1229620960,687,686,0,18,0,18,1,0,0,0,0,0,18,0,
hyperswitch-prism,0.1.0,208732088,25,25,0,9,0,9,1,0,0,0,0,0,9,0,
@d3k/windows-x64,0.0.175,120095793,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
car-accident-app,1.0.0,265953685,27200,27113,0,13,0,13,1,0,0,0,0,0,13,0,
azure-devops-work-items-linux,1.0.14,124832597,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
ocr-provenance-mcp,1.6.9,130059709,779,778,0,23,0,23,1,0,0,0,0,0,23,0,
@agent-facets/cli-windows-x64,0.12.0,120828026,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-linux-x64-musl,2.0.7,156874852,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@alifd/chat,0.3.67,242340782,4537,4535,0,83,0,83,1,0,0,0,0,0,83,0,
@guadskill/openclaw-proxy,2026.5.4,74509836,9696,9695,0,80,0,80,1,0,0,0,0,0,80,0,
@agent-orcha/node-omni-orcha-win32-x64-cuda,2026.417.552,166564257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
fluentui-emoji,1.3.0,119782394,7888,0,0,0,0,0,0,0,0,0,0,0,0,0,
@babylonjs/react-native-windows-0-70,1.8.6,736672899,527,0,0,18,0,18,1,0,0,0,0,0,18,0,
depository-deploy-windows,1.11.5,333716555,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,
opencode-codebase-index,0.8.0,221778476,25,0,0,17,0,17,1,0,0,0,0,0,17,0,
@vikasitai/vikasit-code-linux-x64-baseline-musl,2.0.7,156338285,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-linux-x64,2.0.7,162011299,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@bloxbean/yaci-devkit-macos-arm64,0.10.6,147482541,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
@delta-ai/lancedb-linux-x64-musl,0.1.5,193037164,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@rongcloud/electron,5.38.0,130939776,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
@bloxbean/yaci-devkit-linux-x64,0.10.6,150940339,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
@kyuz0/securecode-linux-x64-baseline-musl,1.4.6-sandboxing-202604151640,137260363,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@youchi1/openclaw,2026.5.7-patched.5,74674809,9709,9708,0,80,0,80,1,0,0,0,0,0,80,0,
piper-wasm,0.1.4,235515160,473,473,0,2,0,2,1,0,0,0,0,0,2,0,
@delta-ai/lancedb-linux-x64-gnu,0.1.5,231259016,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
live2dcubismcore,1.0.2,135491619,33,33,0,0,0,0,0,0,0,0,0,0,0,0,
symbiotic-linux-x64,0.4.0,147809710,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-linux-arm64-musl,3.0.35,170188636,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-windows-x64,2.0.7,174668414,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
bangumi-database,0.3.230,413933674,15948,15948,0,2,0,2,1,0,0,0,0,0,2,0,
live2d-widget-model,1.0.1,142302889,1123,1123,0,8,0,8,1,0,0,0,0,0,8,0,
@vikasitai/vikasit-code-darwin-arm64,2.0.7,120347426,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-linux-arm64,3.0.35,175760239,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
shr-fhir-export,6.8.2,238468817,421,421,0,8,0,8,1,0,0,0,0,0,8,0,
@triplestepab/all-the-cities,1.0.18,472459239,281,281,0,8,0,8,1,0,0,0,0,0,8,0,
@costrict/cs-linux-x64-musl,3.0.35,171174440,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@scality/cloudserverclient,1.0.8,210810041,43711,43669,0,13,0,13,1,0,0,0,0,0,13,0,
@kyuz0/securecode-linux-x64-musl,1.4.6-sandboxing-202604151640,137796930,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
com.caffeine,1.1.11,411329002,2588,2588,0,8,0,8,1,0,0,0,0,0,8,0,
@zenjiro-latte/latte-code-win32-x64,2.1.91,128011186,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vcita/design-system,1.30.1,268899174,1107,1107,0,62,0,62,1,0,0,0,0,0,62,0,
@costrict/cs-darwin-arm64,3.0.35,135274264,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@canner/cli,3.2.19,424272680,6,5,0,109,0,109,1,0,0,0,0,0,109,0,
@intuned/cli-windows-x64-baseline,0.1.6,119772412,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@yungu-fed/componentlibrary,0.1.2,161262252,68,68,0,24,0,24,1,0,0,0,0,0,24,0,
droplocation-cypress-binaries-linux,12.8.1,174843145,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
pokemon-showdown,0.11.10,134030417,1365,1365,0,23,0,23,1,0,0,0,0,0,23,0,
tutti-ch-styleguide,2.4.99,122633661,798,798,0,71,0,71,1,0,0,0,0,0,71,0,
symbiotic-windows-x64,0.4.0,155182192,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@kodaikabasawa/ccmanager-win32-x64,4.1.18,118552432,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
threed-garden,0.17.3-centauri.0,254826640,1655,1654,0,104,1,103,1,0,1,0,0.0002,0.0001,104,0,
cui-llama.rn,1.11.9,176068409,905,905,0,24,1,23,1,0,1,0,0.0002,0.0001,24,0,
@perf-profiler/maestro,0.2.0,155316006,166,166,0,0,0,0,0,0,0,0,0,0,0,0,
@chinese-fonts/maple-mono-cn,2.0.0,146183714,3795,3795,0,0,0,0,0,0,0,0,0,0,0,0,
@flintttan/hapi-linux-x64,0.5.50,125549307,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
azure-devops-work-items-win,1.0.14,124524686,3,3,0,2,0,2,1,0,0,0,0,0,2,0,
@costrict/cs-windows-x64,3.0.35,189481076,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@agent-webui/ai-desk-python-win32-x64,1.0.66,150424695,3340,3312,0,0,0,0,0,0,0,0,0,0,0,0,
cmcts-c-agent-embedding,1.0.46-cagent,2569153,203,203,0,60,0,60,1,0,0,0,0,0,60,0,
connected-spaces-platform.web,6.38.0,255269465,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-linux-arm64-musl,2.0.7,155847692,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-darwin-x64,3.0.35,139791028,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
tango-app-api-store-builder,1.1.93,256179067,137,137,0,34,1,33,1,0,1,0,0.0002,0.0001,34,0,
@viasat/beam-fonts,2.30.0,150342962,76,76,0,0,0,0,0,0,0,0,0,0,0,0,
@fairmint/canton-node-sdk,0.0.203,147242645,2741,2741,0,33,0,33,1,0,0,0,0,0,33,0,
@flintttan/hapi-linux-arm64,0.5.50,125438721,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
ralph-harness-linux-x64,3.17.5,116398825,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-linux-x64,3.0.35,176307083,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
airwatch-sdk-plugin,24.12.0,456777205,210,210,0,0,0,0,0,0,0,0,0,0,0,0,
connected-spaces-platform.unity.core,6.38.0,346964378,740,740,0,0,0,0,0,0,0,0,0,0,0,0,
xactions,3.1.0,118190979,3001,2995,0,40,1,39,1,0,1,0,0.0002,0.0001,40,0,
@restatedev/restate-server-darwin-x64,1.6.2,184257109,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
oh-my-magento-windows-x64-baseline,0.3.13,123881928,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
jp.keijiro.ffmpeg-out,1.0.5,190098017,48,48,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-linux-arm64,2.0.7,161407179,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@anyone-protocol/anyone-client,1.1.3,141865351,100,100,0,9,0,9,1,0,0,0,0,0,9,0,
liveapicreator-admin-cli,5.2.6,122839899,425,383,0,14,0,14,1,0,0,0,0,0,14,0,
@agent-lite/codex,0.93.47,422824721,27,27,0,0,0,0,0,0,0,0,0,0,0,0,
@dannadori/blaze-pose-worker-js,0.0.29,214322966,40,40,0,15,1,14,1,0,1,0,0.0002,0.0001,15,0,
@restatedev/restate-darwin-x64,1.6.2,186551118,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-darwin-x64-baseline,2.0.7,124979911,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
wc-range-datepicker,1.3.0,133473654,7171,7161,0,21,0,21,1,0,0,0,0,0,21,0,
@toolkit-cli/toolkode-windows-x64,4.17.2,148220541,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@shkumbinhsn/react-icons,5.5.0,116089857,147,147,0,0,0,0,0,0,0,0,0,0,0,0,
acp-extension-codex-darwin-arm64,0.14.6,180290012,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
oh-my-magento-windows-x64,0.3.13,124540845,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@hasna/assistants,1.1.139,133370533,43,43,0,17,0,17,1,0,0,0,0,0,17,0,
@mrhenry/polyfill-library,5.3.1,137419709,10288,10288,0,24,0,24,1,0,0,0,0,0,24,0,
@proliferateai/codex-acp-linux-x64,0.11.8,216835235,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@celo/devchain-anvil,14.0.0,799006018,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
opendocker-windows-x64-baseline,0.7.4,122328698,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@tomdra01/kntxt,0.2.1,23089,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-windows-x64-baseline,3.0.35,188807805,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@isentinel/jest-roblox,0.2.7,133508827,26,26,0,48,0,48,1,0,0,0,0,0,48,0,
@foreverrbum/ethsign,1.0.39,254648390,1061,1057,0,60,1,59,1,0,1,0,0.0002,0.0001,60,0,
@myorders/fleetops-engine,0.0.10,291108447,23107,23103,0,75,0,75,1,0,0,0,0,0,75,0,
sparkecoder,0.1.100,160025104,3522,3521,0,36,0,36,1,0,0,0,0,0,36,0,
@wiremock/cli,0.46.0,164784136,7,7,0,7,0,7,1,0,0,0,0,0,7,0,
@vikasitai/vikasit-code-windows-arm64,2.0.7,171228290,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-linux-x64-baseline-musl,3.0.35,170637873,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-deepar,0.11.0,183714767,78,78,0,23,0,23,1,0,0,0,0,0,23,0,
@agent-webui/ai-desk-python-linux-x64,1.0.66,397257362,3717,3691,0,0,0,0,0,0,0,0,0,0,0,0,
@critters-rs/critters-linux-x64-gnu,1.2.0,129567145,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@agent-webui/ai-desk-python-linux-arm64,1.0.66,253675861,3717,3691,0,0,0,0,0,0,0,0,0,0,0,0,
ngx-ng2-semantic-ui,10.0.0,136690406,594,594,0,46,0,46,1,0,0,0,0,0,46,0,
react-native-paypal,4.1.0,231473012,807,807,0,0,0,0,0,0,0,0,0,0,0,0,
layuicdns,1.6.4,145564475,4759,4758,0,0,0,0,0,0,0,0,0,0,0,0,
meta-client,0.0.0-c32,137405336,217,217,0,7,0,7,1,0,0,0,0,0,7,0,
@kyuz0/securecode-linux-x64,1.4.6-sandboxing-202604151640,142933373,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vikasitai/vikasit-code-windows-x64-baseline,2.0.7,173995143,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@gooddata/fixtures,3.6.0,310364339,162,162,0,19,0,19,1,0,0,0,0,0,19,0,
statebus,6.2.3,144790070,106,105,0,9,0,9,1,0,0,0,0,0,9,0,
longbridge-linux-x64-gnu,4.1.0,421254028,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@kyuz0/securecode-linux-arm64,1.4.6-sandboxing-202604151640,142329951,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@altimateai/altimate-code-darwin-arm64,0.7.0,375445916,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
mysql-rest,0.6.27,127101132,64,64,0,22,0,22,1,0,0,0,0,0,22,0,
@altimateai/altimate-code-windows-x64-baseline,0.7.0,481641792,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
@intuned/cli-windows-x64,0.1.6,120220915,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
rn-adyen-dropin,1.1.0,161804783,15195,15151,0,794,0,794,1,0,0,0,0,0,794,0,
@awlsring/cdk-aws-discord-notifiers,0.0.319,120275837,6894,6890,0,34,0,34,1,0,0,0,0,0,34,0,
@synanetics/fhir-transform,0.10.6,165253465,84,84,0,10,0,10,1,0,0,0,0,0,10,0,
@altimateai/altimate-code-windows-x64,0.7.0,482545975,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
@fugood/node-llama-win32-x64-cuda,1.7.1,136866717,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
piper-tts-web,1.1.2,160540980,41,41,0,7,1,6,1,0,1,0,0.0002,0.0001,7,0,
react-native-wcxa,7.8.3,141905510,692,691,0,0,0,0,0,0,0,0,0,0,0,0,
schoolzyinstall,1.1.22,180416291,5,5,0,2,0,2,1,0,0,0,0,0,2,0,
nativescript-wikitude,7.2.1-1.8.5,289983836,47,46,0,10,0,10,1,0,0,0,0,0,10,0,
@crypto-frontmatter/eip155-1,0.9.0,174789367,14117,14117,0,2,0,2,1,0,0,0,0,0,2,0,
@codexed/codex-win32-x64,0.131.0-codexed.1,326561886,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
com.democalendernativemodule,0.5.0,402619811,1002,1002,1,18,1,17,0.9474,1,1,0.0002,0.0002,0.0002,19,0,
@fredguile/openclaw,2026.4.14-verified.1,184356779,24509,24493,0,94,0,94,1,0,0,0,0,0,94,0,
@costrict/cs-linux-x64-baseline,3.0.35,175463316,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
senapt-development,8.4.0,125616589,505,505,0,2,0,2,1,0,0,0,0,0,2,0,
opendocker-windows-x64,0.7.4,122748017,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
haoshoku,4.6.2,135921067,248,248,0,7,0,7,1,0,0,0,0,0,7,0,
repzo,1.0.278,116810391,467,467,0,12,0,12,1,0,0,0,0,0,12,0,
awesomesafinaz,2.36.0,266392373,1127,1127,0,27,0,27,1,0,0,0,0,0,27,0,
dep,0.18.3,166862850,26795,26765,0,17,0,17,1,0,0,0,0,0,17,0,
@vacbo/oh-my-opencode-linux-x64,3.19.1,117693176,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@checkmarx/cdk-validator-kics,2.3.3,462350698,2405,2405,0,28,0,28,1,0,0,0,0,0,28,0,
@vikasitai/vikasit-code-darwin-x64,2.0.7,124979902,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@heliux-org/design-system-core,0.0.490,540341876,15327,15327,0,177,0,177,1,0,0,0,0,0,177,0,
@alifd/meet-docs,2.9.8,143064475,459,459,0,0,0,0,0,0,0,0,0,0,0,0,
@wasp.sh/wasp-cli-darwin-arm64-unknown,0.23.0,136346145,432,431,0,0,0,0,0,0,0,0,0,0,0,0,
@costrict/cs-windows-arm64,3.0.35,186041464,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@expo-google-fonts/noto-serif-sc,0.4.3,119478985,42,42,0,0,0,0,0,0,0,0,0,0,0,0,
@kyuz0/securecode-linux-arm64-musl,1.4.6-sandboxing-202604151640,136770468,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
ngui-tools,0.4.1,341356671,2121,0,0,3,0,3,1,0,0,0,0,0,3,0,
@babylonjs/react-native-windows-0-71,1.8.6,736755451,527,0,0,18,0,18,1,0,0,0,0,0,18,0,
com.koiusa.steammultiruntime,0.3.15,197831197,1161,0,0,6,0,6,1,0,0,0,0,0,6,0,
nuwaxcode-linux-x64-baseline,1.1.99,148073342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-baidu-asr-l,0.1.11,273626228,314,0,0,2,0,2,1,0,0,0,0,0,2,0,
@milkio/cookbook-win32-x64,1.0.13,120958859,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
@finbourne/lusid-sdk-angular8,0.11.5326,206804957,3383,0,0,1,0,1,1,0,0,0,0,0,1,0,
@btc-vision/uwebsockets.js,20.57.0,118534776,24,0,0,0,0,0,0,0,0,0,0,0,0,0,
jeol-data-test,1.0.0,189581290,45,0,0,10,0,10,1,0,0,0,0,0,10,0,
@cdogclaw/openclaw,2026.4.14,207744379,28435,0,0,93,0,93,1,0,0,0,0,0,93,0,
nuwaxcode-linux-x64-musl,1.1.99,143510458,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@opencow-ai/opencow-agent-sdk,0.4.2,46907061,781,781,0,83,0,83,1,0,0,0,0,0,83,0,
lepton-dx-windows-x64,0.1.10,117493020,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@veupathdb/clinepi-site,1.3.49,158436193,323,323,0,58,0,58,1,0,0,0,0,0,58,0,
@happier-dev/cli,0.2.1,135250094,4200,4005,0,58,0,58,1,0,0,0,0,0,58,0,
@tjelvar/dummy-html,0.5.0,418543816,46410,46408,0,60,0,60,1,0,0,0,0,0,60,0,
@moreyears/icons,1.1.0,133910323,7555,7555,0,1,0,1,1,0,0,0,0,0,1,0,
@taprun/cli-win32-x64,0.16.5,166419067,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@ianlucas/cs2-lib,7.34.0,200714271,92,92,0,19,0,19,1,0,0,0,0,0,19,0,
@prometheansacrifice/esy-bash,0.1.0-dev-2a4a4dc324edda87b93b39c98beca80aa2acfb42,198240752,208,208,0,4,0,4,1,0,0,0,0,0,4,0,
dcl-vlm,1.5.0,130485079,11560,11554,0,8,0,8,1,0,0,0,0,0,8,0,
recode-krito33,2.1.999,198554702,25828,25803,0,0,0,0,0,0,0,0,0,0,0,0,
@rspack-debug/binding-linux-x64-gnu,2.0.3,119130076,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@flexem/fc-designer,3.0.1-alpha.136,120907143,3003,2942,1,0,0,0,0,1,0,0.0002,0,0.0001,1,0,
youi-cli,2.7.2,162467485,11,7,0,5,0,5,1,0,0,0,0,0,5,0,
@ibm/plex-sans-sc,1.1.0,123861375,1774,1774,0,1,0,1,1,0,0,0,0,0,1,0,
@unstoppabledomains/firebase-auth,1.5.6,212336133,2672,2672,0,16,0,16,1,0,0,0,0,0,16,0,
lark-opencode-darwin-x64,0.0.0-master-202603030712,193557944,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
itk-vtk-viewer,14.51.0,143620518,659,657,0,90,0,90,1,0,0,0,0,0,90,0,
@altimateai/altimate-code-linux-x64,0.7.0,467765352,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
@elastic/elastic-ramen-linux-x64-musl,0.0.4-test,133031500,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@elastic/elastic-ramen-linux-x64,0.0.4-test,141338067,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@sfdxy/sf-documentation-knowledge,2.1.1,222991081,35610,35610,0,28,0,28,1,0,0,0,0,0,28,0,
@appaloft/cli-linux-x64-gnu,0.12.4,215214714,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@agentmark-ai/cli,0.14.0,502018116,321,321,0,56,1,55,1,0,1,0,0.0002,0.0001,56,0,
@mona-app/mona-rn-ui,0.0.33,395754773,1236,1236,0,56,0,56,1,0,0,0,0,0,56,0,
@hypersetai/hyperset-cli-linux-x64,0.5.1,152378996,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
com.wallstop-studios.unity-helpers,3.3.0,156331362,2594,2594,0,3,0,3,1,0,0,0,0,0,3,0,
react-h2p-puppeteer,1.2.3,310457180,470,470,0,5,0,5,1,0,0,0,0,0,5,0,
@elastic/elastic-ramen-linux-x64-baseline,0.0.4-test,141338076,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
nuwaxcode-linux-arm64,1.1.99,148454265,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@taprun/cli-linux-x64,0.16.5,167757432,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-flip,0.2.2,272803453,23929,23852,0,10,0,10,1,0,0,0,0,0,10,0,
node-aix-ppc64,22.22.3,269453116,2734,2734,0,0,0,0,0,0,0,0,0,0,0,0,
@lzhoucs/html2canvas,1.0.0-rc.5.1,344698764,481,479,0,67,0,67,1,0,0,0,0,0,67,0,
@veupathdb/ortho-site,1.3.49,162899959,428,428,0,72,0,72,1,0,0,0,0,0,72,0,
kajji-linux-x64,0.14.1,118696400,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@pizzapi/cli-win32-x64,0.5.23,129009308,31,31,0,0,0,0,0,0,0,0,0,0,0,0,
nuwaxcode-windows-x64-baseline,1.1.99,160472640,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@elastic/elastic-ramen-linux-arm64,0.0.4-test,139153003,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@hypersetai/hyperset-cli-win32-x64,0.5.1,164779905,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@legna-lnc/legnacode-linux-x64-baseline,2.1.2,128215415,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@here/harp-map-theme,0.28.0,123663614,665,665,2,20,1,19,0.9091,2,1,0.0004,0.0002,0.0003,22,0,
@elastic/elastic-ramen-linux-arm64-musl,0.0.4-test,131562076,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-dynamic-bundle,0.5.0,147174059,2097,2095,0,1,1,0,1,0,1,0,0.0002,0.0001,1,0,
reactnative-line-awsome,1.0.0,414315458,7231,7229,0,9,0,9,1,0,0,0,0,0,9,0,
opkg,0.11.3,8349695,930,930,0,29,0,29,1,0,0,0,0,0,29,0,
@elastic/elastic-ramen-linux-x64-baseline-musl,0.0.4-test,133031509,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@kyuz0/securecode-linux-x64-baseline,1.4.6-sandboxing-202604151640,142089606,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@elastic/elastic-ramen-windows-x64,0.0.4-test,148648952,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@unbraided/kenal-ekyc-rn,0.1.14,118887195,240,240,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-zoom-us-reaction,2.1.0,217632718,1181,1181,0,0,0,0,0,0,0,0,0,0,0,0,
@appaloft/cli-linux-x64-musl,0.12.4,210660025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
bookiza,5.1.0,153963603,125,87,0,20,0,20,1,0,0,0,0,0,20,0,
nuwaxcode-linux-arm64-musl,1.1.99,142621630,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
scratch3apk,0.2.0,182369908,1913,1910,0,4,0,4,1,0,0,0,0,0,4,0,
@fivetrandevelopers/zetasql,1.13.0,345943066,2678,2678,0,2,0,2,1,0,0,0,0,0,2,0,
cardstack-auth0,0.6.20,166321297,18701,18619,0,42,0,42,1,0,0,0,0,0,42,0,
@vacbo/oh-my-opencode-windows-x64,3.19.1,125873081,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@appaloft/cli-linux-arm64-musl,0.12.4,209849023,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
emception,3.7.3,132069100,208,208,0,2,0,2,1,0,0,0,0,0,2,0,
@_unit/unit,1.0.121,135063739,7737,7726,1,41,1,40,0.9762,1,1,0.0002,0.0002,0.0002,42,0,
@entrust.corporation/idvsdk-reactnative,100.5.0,200975851,356,354,0,30,0,30,1,0,0,0,0,0,30,0,
@pstdio/cli-linux-x64-musl,0.9.0,119788654,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@appaloft/cli-linux-arm64-gnu,0.12.4,215681664,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@contrast/agent-bundle,5.56.0,383930694,5988,5986,0,1,0,1,1,0,0,0,0,0,1,0,
react-web-native-sketch,0.0.43,157174744,12185,11995,0,68,0,68,1,0,0,0,0,0,68,0,
@fivetrandevelopers/zetasql-snowflake,0.11.0,348055657,2690,2690,0,2,0,2,1,0,0,0,0,0,2,0,
@elastic/elastic-ramen-windows-arm64,0.0.4-test,144211452,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
jbs-client-windows-x64,0.0.7,122402522,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
