package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
react-native-inputt,1.0.2,372509153,0,10,1.0,10,-10
ffmpeg-static-electron-jdp,2.0.3,316504049,0,2,1.0,2,-2
nw_downloader_bps,1.0.3,321143305,0,1,1.0,1,-1
runebase-prediction-server,1.0.0,282276003,0,31,1.0,31,-31
com.github.asus4.onnxruntime-genai,0.4.5,427122195,0,1,1.0,1,-1
similar-persian-words,1.0.2,3045825802,0,2,1.0,2,-2
luksdk-web,1.1.16,252169561,0,18,1.0,18,-18
dotnet-sdk-2.1-osx-x64,2.1.1007,335275925,0,0,0.0,0,0
fbp-ap,1.0.1,152458827,0,85,1.0,85,-85
2acoin-cryptonote-util,0.0.9,136582509,0,10,1.0,10,-10
humancode-linux-x64-baseline-musl,0.0.33,149159180,0,0,0.0,0,0
humancode-linux-arm64-musl,0.0.33,147806719,0,0,0.0,0,0
qqcibuild,1.1.3,140798181,0,68,1.0,68,-68
@tts_openapi_devmcp/tts-openapi-dev-mcp,0.1.1,215987300,0,0,0.0,0,0
bincode-dev-darwin-arm64,0.0.49,136330209,0,0,0.0,0,0
@jlovec/zhushen-linux-x64,0.4.1,147183319,0,0,0.0,0,0
objectum-firewall,1.1.9,126475568,0,3,1.0,3,-3
@cdoing/cdoing-tui-windows-x64,2.0.7,131370617,0,0,0.0,0,0
@randomlabs/slate-windows-x64,1.0.29,138317461,0,0,0.0,0,0
@anonymous-dev/0x0-linux-x64-baseline-musl,6.5.2,132123773,0,0,0.0,0,0
nodebb-plugin-import-smf,0.2.5,153395698,0,7,1.0,7,-7
@argycloud/argy-windows-x64,1.10.6,135478909,0,0,0.0,0,0
@codemieai/codemie-opencode-darwin-x64-baseline,0.0.47,117738659,0,0,0.0,0,0
defcode-darwin-x64,0.0.0-ci-202603151920,117610014,0,0,0.0,0,0
idesse,1.5.0,134468484,0,42,1.0,42,-42
uniapp-native-ios-test-update-part1,1.0.2,162689006,0,0,0.0,0,0
mussued-live2d-api,1.0.2,190921235,0,0,0.0,0,0
apic-apiconnect,1.1.1,502724013,0,30,1.0,30,-30
capacitor-nodejs,0.0.1,185715740,1,16,0.9412,17,-15
chealth,2.0.1,475170807,0,36,1.0,36,-36
node-openalpr-shinobi,1.1.4,240469666,0,3,1.0,3,-3
@senswap/launchpad,0.1.2,402940479,0,15,1.0,15,-15
shiden,0.6.0,148362903,0,7,1.0,7,-7
create-theta-code,1.0.8,231511041,0,1,1.0,1,-1
@alexjpaz/cody,1.1.1-beta.ace69dfb2ee041afe3bdec96ebdec0b406feac9c,143690386,0,10,1.0,10,-10
vuongvt-br,1.0.1,258950859,0,0,0.0,0,0
@cbarroso/react-native-recaptcha,1.0.4,262724911,0,17,1.0,17,-17
bincode-dev-darwin-x64,0.0.49,140971115,0,0,0.0,0,0
@command-center/command-center-win-x64-baseline,0.10.0,177520793,0,0,0.0,0,0
3d-specimen-viewer,2.0.7,136920900,0,30,1.0,30,-30
kushk-thawani-react-native-sdk,0.0.3,554935305,0,18,1.0,18,-18
@jlovec/zhushen-linux-arm64,0.4.1,143695682,0,0,0.0,0,0
@shopify/swcify,0.1.17,129537184,0,19,1.0,19,-19
@argycloud/argy-linux-x64-baseline,1.10.6,122030532,0,0,0.0,0,0
@prima-assicurazioni/pyxis-npm,3.0.1,180964277,0,28,1.0,28,-28
aurora-langium,0.4.1,168697852,0,21,1.0,21,-21
cosynode,1.1.0,462921546,0,7,1.0,7,-7
defcode-linux-x64-baseline,0.0.0-ci-202603151920,159028932,0,0,0.0,0,0
@erikfm/erik-code,7.0.1,263006810,0,0,0.0,0,0
humancode-linux-x64-baseline,0.0.33,156671123,0,0,0.0,0,0
defcode-linux-x64-baseline-musl,0.0.0-ci-202603151920,150722367,0,0,0.0,0,0
innerver,1.3.0,266289829,0,12,1.0,12,-12
daliyuer-static,1.0.48,135532185,0,0,0.0,0,0
@anieo/codegenie-cli-linux-arm64-musl,1.3.3,145253262,0,0,0.0,0,0
react-native-angusdkobjectivec,1.0.0,262979748,0,1,1.0,1,-1
easy_dash,0.0.8-d,228680212,0,5,1.0,5,-5
@anonymous-dev/0x0-server-linux-x64-baseline,2.8.2,125791237,0,0,0.0,0,0
cputil-standalone,1.0.2,156112319,0,0,0.0,0,0
@ofeiss/hapi-linux-arm64,0.15.32,137471869,0,0,0.0,0,0
p8,1.0.0,122331770,1,10,0.9091,11,-9
exe-pdf-render,0.1.8,138291936,0,11,1.0,11,-11
@maxlapko/screenshot-glb,1.0.0,129232241,0,5,1.0,5,-5
@pyodude/pyodide,1.0.2,283342030,0,0,0.0,0,0
clothingweb,0.9.5,125267827,0,45,1.0,45,-45
nodefbx,1.0.1,480020677,0,0,0.0,0,0
react-multi-select-v,0.0.2,464888853,0,10,1.0,10,-10
@iabrarsyed/myteaapp,1.1.1,438323099,1,1,0.5,2,0
@flamingbear/api,1.17.1-rc-2,553879433,0,77,1.0,77,-77
react-native-nfc-epassport-reader,0.0.5,259473294,1,11,0.9167,12,-10
react-native-web-to-native-template,0.0.3,274162150,0,34,1.0,34,-34
crn-cli,0.1.2,351130874,0,10,1.0,10,-10
@intocode-io/webdev-101,1.0.2,572121104,0,1,1.0,1,-1
reactnative-lightening-wallet-rs,0.1.42,414567789,0,2,1.0,2,-2
fixdog,0.1.20,329571866,0,19,1.0,19,-19
@blendvision/link,1.1.0,187737444,0,3,1.0,3,-3
nanocode-linux-arm64,1.2.28,252913516,0,0,0.0,0,0
mecha-axios-processer,1.4.5,244664770,0,14,1.0,14,-14
@tansuasici/country-state-city,2.0.10,164735517,1,27,0.9643,28,-26
@fathyb/carbonyl-linux-arm64,0.0.2-next.bacf3db,179439071,0,0,0.0,0,0
@command-center/command-center-win-arm64,0.9.1,174493314,0,0,0.0,0,0
@avemeva/agent-telegram-linux-x64,0.1.18,158808376,0,0,0.0,0,0
@xutest1/windows-x64,0.3.6,153598707,0,0,0.0,0,0
mbed-cloud-sdk,2.6.10,137059603,2,55,0.9649,57,-53
test_yxy,1.0.0,230290264,0,0,0.0,0,0
react-native-baidu-live-detect,1.0.5,168059970,0,0,0.0,0,0
tech9-cdk-nextjs-standalone,0.0.9,121214531,0,43,1.0,43,-43
wrapper-meet,1.2.0,115692141,0,0,0.0,0,0
hzt_sf,1.0.3,139543503,0,2,1.0,2,-2
nativescript-wikitude-chiliz,2.4.0,121815744,0,10,1.0,10,-10
koishi-plugin-to-image-service-font-source-han-mono-sc,0.0.7,241468745,0,1,1.0,1,-1
idg-react-native-plugin,1.1.4,193723761,0,0,0.0,0,0
realworks-template,1.0.5,121239296,0,13,1.0,13,-13
codetown,0.0.59,138505496,0,46,1.0,46,-46
react-native-btaskee-mini-app,1.0.2,149548672,0,32,1.0,32,-32
@mojaloop/sdk-scheme-adapter,24.19.5,120229069,0,22,1.0,22,-22
@matrixd-dev/test-package-2,0.0.1,134218210,0,0,0.0,0,0
dialed-admin,3.3.0,337199268,0,0,0.0,0,0
@adobe/spectrum-express-tokens,1.0.0-beta.33,236391923,0,2,1.0,2,-2
email-platform,0.0.3,410324119,0,49,1.0,49,-49
upscayl-ffmpeg,5.1.1,307671213,0,0,0.0,0,0
@based/db-server-linux-x64,3.2.0,422431168,0,0,0.0,0,0
dotnet-sdk-2.2-win-ia32,2.2.1007,303079546,0,0,0.0,0,0
rn-auto-height-webview,0.0.2,374838742,0,17,1.0,17,-17
@robotical/martyblocks,4.0.35,432535666,0,0,0.0,0,0
choco-bot,3.0.0,208390441,0,11,1.0,11,-11
react-native-game-pad,1.0.0,449577898,0,13,1.0,13,-13
@fengyin-tech/cesdk,1.0.2,276004791,0,0,0.0,0,0
@charilezhou/openclaw,2026.3.28-charzhou.4,178188578,0,68,1.0,68,-68
@hippy/chrome-devtools,0.1.2,174987412,2,63,0.9692,65,-61
@lhama/ui-kitten,1.0.0,189205648,0,38,1.0,38,-38
castclaw-linux-x64-baseline-musl,1.2.2,184076525,0,0,0.0,0,0
quran-search-engine,0.3.2,145585830,1,25,0.9615,26,-24
@kontor/kontor-sdk,1.0.0-alpha.52,135638642,0,14,1.0,14,-14
newlogic,0.1.5-beta,233902109,0,65,1.0,65,-65
@ex-machina/opencode-windows-x64-baseline,1.3.3001,171306728,0,0,0.0,0,0
@datev/droplocation-cypress-binaries-win32,9.4.1,183654743,0,0,0.0,0,0
@uptake/cdk-vue,3.25.1,128729402,1,80,0.9877,81,-79
cordova-plugin-cfive-aware-biometrics,0.0.4,182172380,0,0,0.0,0,0
@kelda/install,0.13.1,126356087,0,4,1.0,4,-4
@anonymous-dev/0x0-linux-arm64-musl,6.5.2,130650490,0,0,0.0,0,0
@dundle/resources,1.0.388,173956437,0,0,0.0,0,0
ea-iview,1.0.9,172683689,1,72,0.9863,73,-71
zarbis-platform-nix-i686,1.5.87,124037462,0,0,0.0,0,0
@codemieai/codemie-opencode-darwin-x64,0.0.47,117738650,0,0,0.0,0,0
opentest-actor-mochawesome,1.1.0,140395225,1,1,0.5,2,0
cordova.plugin.eliesauveterre.zoom,4.6.2166-6.605,157760687,0,0,0.0,0,0
@matrixd-dev/test-package-3,0.0.1,134218210,0,0,0.0,0,0
@dragon-den/install-elasticsearch-5,0.0.3,124237323,1,0,0.0,1,1
zqj-pics,4.3.165,128001934,0,1,1.0,1,-1
alarm-schedules,1.1.0,118870909,0,37,1.0,37,-37
fhir-swagger,2.3.0,482970743,0,9,1.0,9,-9
@cocalc/share,0.8.3,237510473,1,20,0.9524,21,-19
mobilenftminter,1.1.5,358995758,6,39,0.8667,45,-33
react-native-collapsible-bar-flatlist,0.1.1,361201971,0,3,1.0,3,-3
ironcode-windows-x64,1.17.0,204028016,0,0,0.0,0,0
clustergrammer2-alpha,0.2.3,270020400,1,46,0.9787,47,-45
tda-de-current-format,1.0.3,896316695,0,0,0.0,0,0
wam-community,0.4.9,195269819,0,3,1.0,3,-3
expandable-list,0.0.1,415288237,0,15,1.0,15,-15
@hakuneko/ffmpeg-binaries,4.2.1-1,186966071,0,0,0.0,0,0
happy-dom-cli,0.1.0,165136810,0,8,1.0,8,-8
@tilt.dev/tilt-inspector,0.1.8,149124267,0,12,1.0,12,-12
poker-evaluator-ts,2.0.3,129969169,1,6,0.8571,7,-5
@ex-machina/opencode-windows-x64,1.3.3001,171979999,0,0,0.0,0,0
webdriverio-automation,1.0.0,148221892,0,37,1.0,37,-37
humancode-windows-x64,0.0.33,165504113,0,0,0.0,0,0
tonnel-cli,0.1.5,194932577,0,30,1.0,30,-30
@anjanpoonacha/opencode,1.14.30,104499187,0,0,0.0,0,0
asp.net,1.1.1,117679377,0,0,0.0,0,0
ldfdpickh,1.0.5,201259707,0,0,0.0,0,0
mycrypto-trezor-link,1.5.1,124613225,1,25,0.9615,26,-24
@nntoan/gstack-windows-x64,0.7.0,116735388,0,0,0.0,0,0
vue-el-web,1.3.78,141951847,1,45,0.9783,46,-44
@fontsource/chiron-hei-hk,5.2.5,188280666,0,0,0.0,0,0
@dream11mobile/react-native-fancode-sdk,3.1.2,475076781,0,21,1.0,21,-21
@pulsefinance/dex-contract,0.3.6,115862667,0,2,1.0,2,-2
@phyloref/phyx,1.2.1,314405372,0,20,1.0,20,-20
@seraosbolt/tamagui,1.0.1,326745542,0,29,1.0,29,-29
react-native-nativemodule-sample,0.0.3,406118486,0,17,1.0,17,-17
nativescript-ffmpeg-plugin,0.0.2,352233460,0,9,1.0,9,-9
@uwx/libav.js,6.0.0-nightly.29.f420ff.ffmpeg.6.1.1,547912329,0,2,1.0,2,-2
@connected-home/react-native-geolocation,1.5.13,306034335,0,0,0.0,0,0
server_mmo,1.0.0,319064131,0,0,0.0,0,0
bamboo-design,2.0.24,309447597,0,0,0.0,0,0
javajre-linux-64,17.0.8,318623940,0,0,0.0,0,0
@dattv155/react-native-basic-template,0.0.2,270902711,0,0,0.0,0,0
@hamzasaleem2397/react-native-onboarding,0.0.6,256117566,0,8,1.0,8,-8
humancode-windows-x64-baseline,0.0.33,165055610,0,0,0.0,0,0
qdmframwork,1.0.2,254822257,0,11,1.0,11,-11
nanocode-darwin-x64,1.2.28,216582221,0,0,0.0,0,0
@orfeas126/box-ui-elements,0.0.6,201701961,0,194,1.0,194,-194
study-lenses,0.0.180,204579185,0,38,1.0,38,-38
@floydspace/projen-components,1.0.1,160051206,0,40,1.0,40,-40
polygonjs-editor,1.5.98-1,153818302,0,46,1.0,46,-46
node-droid-language,1.0.2,267325419,0,7,1.0,7,-7
cerebras-cli-linux-x64,1.2.1,153856390,0,0,0.0,0,0
foxpay-native-module-dn,0.0.3,198498768,0,20,1.0,20,-20
@here/harp-map-editor,0.1.2,188727849,0,35,1.0,35,-35
@avemeva/agent-telegram-win32-x64,0.1.18,146149629,0,0,0.0,0,0
webviewer-extension,0.0.4,217554384,0,1,1.0,1,-1
whistle.lconsole,0.0.1,136419079,0,5,1.0,5,-5
smssakutoko,0.0.1,147509435,0,11,1.0,11,-11
node-openalpr-remastered,1.1.3,139050381,0,3,1.0,3,-3
unicode-5.1.0,0.7.5,117640611,3,0,0.0,3,3
react-native-mtk-smartconfig,0.0.4,140993936,0,0,0.0,0,0
infinitymint-rm,0.69.2-rm,156159090,0,42,1.0,42,-42
check-translation-files,0.1.21,125631134,0,15,1.0,15,-15
@nikolahuang1/nova,0.2.7,150026791,0,14,1.0,14,-14
aisuda,1.0.0,119771507,0,31,1.0,31,-31
@randomlabs/slate-linux-arm64,1.0.29,127128556,0,0,0.0,0,0
@tuax-ssr/examples,0.0.19,233278302,0,14,1.0,14,-14
gtwxxh-music,1.0.3,190164531,0,0,0.0,0,0
@chalda/emojis.json,16.0.2,133440698,0,0,0.0,0,0
json-locale,0.1.6,251033091,0,12,1.0,12,-12
tfjs-cifar10,1.1.1,138998567,0,2,1.0,2,-2
@dataillusion/openclaw,2026.3.14-v6,224032477,0,74,1.0,74,-74
@displode/stm32cubewb-xpack,0.3.2-s1.15.0,171000411,0,0,0.0,0,0
dotnet-sdk-3.0-linux-arm,3.0.1007,336748858,0,0,0.0,0,0
dotnet-sdk-2.2-linux-x64,2.2.1007,348217013,0,0,0.0,0,0
cordova-plugin-document-reader-core-full-beta,5.0.10,203158711,0,0,0.0,0,0
react-viro-goopy,2.20.0,230545517,0,1,1.0,1,-1
gin-ui-kit-test,0.0.2,287290324,0,40,1.0,40,-40
dotnet-sdk-2.1-win-ia32,2.1.1007,295133919,0,0,0.0,0,0
rhubarb-lip-sync,0.0.1-alfa-3,152817432,0,0,0.0,0,0
grist-static,0.1.5,129986233,0,0,0.0,0,0
javajre-windows-64,17.0.8,304054607,0,0,0.0,0,0
epochcli-ai-linux-x64-baseline-musl,2.2.2,143672060,0,0,0.0,0,0
react-native-blind-threshold-bls,1.0.1,145356922,0,2,1.0,2,-2
@rmbg/model-u2net-cloth,0.0.1,176195521,1,0,0.0,1,1
@hai.ai/jacs,0.10.1,145245431,1,10,0.9091,11,-9
blupr,0.0.20,125307203,0,0,0.0,0,0
@cotctl/cli-linux-arm64,0.5.1,123473291,0,0,0.0,0,0
@mobvibe/cli-win32-x64,0.1.48,116277683,0,0,0.0,0,0
anqila-webgl-star,2.0.6,129702966,0,0,0.0,0,0
@memoryx/codegraph-mcp,0.12.3,416317743,0,0,0.0,0,0
iotivity-lite,0.1.2-node9,122722588,0,3,1.0,3,-3
@chinese-fonts/moon-stars-kai,2.0.0,123746690,0,0,0.0,0,0
evans-sdlpal-source,1.0.0,148536445,0,0,0.0,0,0
react-native-template-mah,0.0.4,391864238,0,22,1.0,22,-22
agenttwixorbuild,0.0.1,402532964,0,17,1.0,17,-17
@cpp.js/package-gdal,1.0.0,462056848,6,11,0.6471,17,-5
react-native-autocomplete-textinput,0.1.0,375724243,0,2,1.0,2,-2
omega-mobile,0.0.2,375835396,0,8,1.0,8,-8
@ai-nd-co/codex-sdk,3.2.6,337031005,0,17,1.0,17,-17
aliyun-test,0.0.2-beta.1,336145019,0,0,0.0,0,0
electron-aio,22.2.1,325943279,0,3,1.0,3,-3
dotnet-sdk-3.0-linux-x64,3.0.1007,326377786,0,0,0.0,0,0
@caoshouse/imagick_x64,1.0.3,300580706,1,3,0.75,4,-2
@bonginkan/maria-lite,11.0.0,242787559,1,13,0.9286,14,-12
better-npm-init,1.0.1,275663982,0,11,1.0,11,-11
react-native-template-drtyoshi,0.0.1,261570372,0,0,0.0,0,0
@lgcyaxi/oh-my-claude,2.2.3,234912043,0,8,1.0,8,-8
mini-browser,1.0.3,248870714,0,11,1.0,11,-11
track-dry,0.0.1,256424480,0,17,1.0,17,-17
@trusted-solutions/sdit.hal,7.2.0-alpha.4,253536660,0,23,1.0,23,-23
hivelight-fast-geoip,1.1.492,158664166,0,2,1.0,2,-2
@tokenring-ai/writer,0.2.38,216749636,0,0,0.0,0,0
aws-sandbox,0.3.18,151631019,0,37,1.0,37,-37
@react-native-ohos/react-native-skia,2.0.0,231967341,0,25,1.0,25,-25
@thebushidocollective/han-win32-x64,3.18.0,156411437,0,0,0.0,0,0
zap-client,1.5.4,150290640,0,5,1.0,5,-5
github1s-vscode-web,1.80.0,151875432,0,11,1.0,11,-11
latex-editor-cli,1.0.11,153555973,0,21,1.0,21,-21
@cawfree/react-native-elsewhere,1.0.28,150400465,0,1,1.0,1,-1
open-quran-view,0.5.0,221001152,0,22,1.0,22,-22
@mozilla-voice/stt-cuda,0.9.0-alpha.5,143247586,0,11,1.0,11,-11
lml-main,1.0.0,131744766,0,2,1.0,2,-2
theme-pack,0.0.9,123446304,0,17,1.0,17,-17
three-model-viewer,0.1.14,129572998,0,23,1.0,23,-23
@extjs/sencha-cmd-macos,6.6.0,144077079,0,1,1.0,1,-1
@digifi-los/reactapp,0.1.2,122578562,0,99,1.0,99,-99
@ardentcode/sports-lib,5.4.29,116545533,0,23,1.0,23,-23
pixiv6,1.0.0,207680768,0,0,0.0,0,0
nativescript-cv-plugin-ssi,0.0.58,115759038,0,0,0.0,0,0
iport-next,1.0.0,133617286,0,94,1.0,94,-94
@kozi/demo4,1.0.4,126354683,0,0,0.0,0,0
@stephen-lord/other,1.0.26,119722566,0,0,0.0,0,0
@patoudss/jest-schematic,3.2.0,603870418,0,16,1.0,16,-16
testify-newtest,1.3.0,416092700,0,4,1.0,4,-4
dotnet-sdk-3.1-win-x64,3.1.1007,437769124,0,0,0.0,0,0
react-native-mnemonic-key,0.1.3,486387366,0,20,1.0,20,-20
react-native-kaltura-player-v3,1.0.1,456343234,0,9,1.0,9,-9
deviceprofiler,1.2.20,271476842,0,3,1.0,3,-3
dotnet-sdk-3.0-linux-arm64,3.0.1007,359160386,0,0,0.0,0,0
rnvibessdk,0.0.2,320287353,0,11,1.0,11,-11
@savvyplatform/ffprobe-static,4.3.1,393653951,0,1,1.0,1,-1
react-native-nativelogcheck,1.0.1,406713607,0,0,0.0,0,0
mass-app,0.0.3,382153830,1,23,0.9583,24,-22
rn-initapp-javascript-template,1.0.0,319243403,0,0,0.0,0,0
pakkk-parameters,1.1.0,287045675,0,65,1.0,65,-65
@hdwebsoft/hdcode-ai-linux-x64,0.1.16,127141535,0,0,0.0,0,0
com.genies.sdk,0.0.74,299125506,0,0,0.0,0,0
funk,2.0.0-alpha-39d1c5f8ed,254060608,10,23,0.697,33,-13
react-native-template-ahcor,1.0.5,276833474,0,0,0.0,0,0
nikcli-linux-arm64,0.0.9,212684723,0,0,0.0,0,0
@uwx/libav.js-fat,6.0.0-nightly.29.f420ff.ffmpeg.6.1.1,226348867,0,0,0.0,0,0
42q-shared-ui,1.1.55,188846915,0,2,1.0,2,-2
tryelectronapp,1.0.1,264176616,0,4,1.0,4,-4
react-native-rhspeech,0.1.0,233687252,0,0,0.0,0,0
devtopai-windows-x64,1.4.1,180552815,0,0,0.0,0,0
devtopai-windows-x64-baseline,1.4.1,180552824,0,0,0.0,0,0
myui-bootstrap-kr,1.0.0,207168274,2,43,0.9556,45,-41
@arctic-cli/arctic-linux-x64-musl,0.0.0-main-202604241053,164674368,0,0,0.0,0,0
mindson,1.0.0,246133945,0,54,1.0,54,-54
xsk-unity-renderer,1.0.18,174361817,1,0,0.0,1,1
epochcli-ai-windows-x64-baseline,2.2.2,161838715,0,0,0.0,0,0
codegenie-windows-x64-baseline,0.0.0-develop-202604091039,159705475,0,0,0.0,0,0
react-native-screen-lock-unlock-listener,1.0.1,178289305,0,2,1.0,2,-2
hy-rtc-sdk-components,0.0.91,154918045,0,56,1.0,56,-56
yinghe-lowcode-zln,3.4.46,142996174,0,48,1.0,48,-48
@neonlaw/web,0.1.1,182909288,0,56,1.0,56,-56
bcircle-alfresco-installer,0.0.44,142588412,0,0,0.0,0,0
@aws/app-framework-for-github-apps-on-aws,0.0.26,137351126,0,34,1.0,34,-34
react-native-camera-kit-rb,13.0.0,180506155,0,17,1.0,17,-17
fluent-ui-react-shnauka,8.0.5,127993770,0,10,1.0,10,-10
primo-app-example,1.0.3,125778866,0,23,1.0,23,-23
nativescript-wikitude-socios,8.4.0-2.0.3,132001188,0,10,1.0,10,-10
@runno/sandbox,0.10.2,122346404,2,6,0.75,8,-4
rx-compo,1.4.4,119210362,0,26,1.0,26,-26
visionbox,1.1.3,119864807,0,61,1.0,61,-61
express-nuxt-mongodb,1.0.0,162847956,0,59,1.0,59,-59
snyk-iac-rules,1.8.0,120245609,0,1,1.0,1,-1
bbop-response-barista,0.1.0,20156,6,4,0.4,10,2
sumi-assets,1.2.2,131406367,0,0,0.0,0,0
matrix-operations-112,1.0.7,141067514,0,2,1.0,2,-2
joyin-ui,2.0.5,153529036,0,0,0.0,0,0
@randomlabs/slate-linux-arm64-musl,1.0.29,120295561,0,0,0.0,0,0
ldfdfjtp2,1.0.0,140114623,0,0,0.0,0,0
needvpndl,0.0.3,138351765,0,0,0.0,0,0
@nori-dot-com/create-create,0.0.0-alpha.5,618166799,0,27,1.0,27,-27
xuanhieu_telegraph,1.0.0,118344804,0,0,0.0,0,0
@agentmark/cli,2.5.0,362269090,0,48,1.0,48,-48
compendium-cdk,0.0.2,633770489,0,15,1.0,15,-15
dicom-microscopy-viewer-changed,0.45.90,297145059,0,36,1.0,36,-36
utils-emailsverification,0.0.1,370242070,0,5,1.0,5,-5
nativebridge,0.1.2,402586469,0,17,1.0,17,-17
@bunchtogether/ffmpeg-static,1.3.0,389739687,1,21,0.9545,22,-20
shoplazza-cli,1.1.3,366592514,0,59,1.0,59,-59
react-native-segment-control,1.0.5,322473439,0,0,0.0,0,0
com.ant-automation.antcity.textures1.housepack,1.0.0,484262738,0,0,0.0,0,0
@mach_kernel/maplibre-gl-native,5.0.1,774018574,0,29,1.0,29,-29
pakkk-inheritanceexample-api,1.1.0,287117505,0,65,1.0,65,-65
@hypobox/react,1.5.0,211277024,0,22,1.0,22,-22
goodeggs-money,2.0.2,185936203,1,14,0.9333,15,-13
com.ant-automation.antcity.textures.propspack,1.0.0,262436048,0,0,0.0,0,0
awesometsproject12,0.0.1,265233337,0,16,1.0,16,-16
@arctic-cli/arctic-linux-arm64-musl,0.0.0-main-202604241053,163703360,0,0,0.0,0,0
react-native-yxz-baidumap,1.0.8,242954393,0,0,0.0,0,0
@fex-to/provider-icons,3.1.16,294718725,3,27,0.9,30,-24
@viocha/esm-pkg,1.4.0,164066250,0,20,1.0,20,-20
nextjs-test-bytao,16.2.0-canary.55,149304895,0,228,1.0,228,-228
traceprompt-node,2.0.1,155986493,0,19,1.0,19,-19
node-red-contrib-db2-for-i,0.2.4,140125475,0,1,1.0,1,-1
tacodex,0.1.26,156784540,0,0,0.0,0,0
@janefeel/id,2.35.23,131503428,0,82,1.0,82,-82
@anonymous-dev/0x0-linux-x64,6.5.2,140803065,0,0,0.0,0,0
unicode-4.1.0,0.7.5,118271538,1,0,0.0,1,1
providentomnis,1.2.0,126580933,0,40,1.0,40,-40
@heidi-dang/oh-my-opencode-windows-x64-baseline,3.13.1,124639638,0,0,0.0,0,0
yyz-image,1.0.5,175606949,0,0,0.0,0,0
@nntoan/gstack-windows-x64-baseline,0.7.0,116076462,0,0,0.0,0,0
clearaicdn,1.0.6,146506369,0,0,0.0,0,0
@parham125/pt7mt2vejjob,1.0.7,164759199,0,0,0.0,0,0
@lobehub/fluent-emoji-anim-3,1.0.0,197875284,0,0,0.0,0,0
moshegit,1.0.4,188340531,0,0,0.0,0,0
@red-mobile/nodejs-mobile-cordova,3.4.2,121863865,0,8,1.0,8,-8
@dragon-den/install-elasticsearch-3,0.0.3,124237319,1,0,0.0,1,1
arjit-test-sb,1.0.0,432227485,0,32,1.0,32,-32
penta-data-mapper,1.0.0,468523170,0,51,1.0,51,-51
@mtrxjs/offline-client,0.0.1-beta.2,297552083,0,0,0.0,0,0
twixoragentapp,1.0.3,360098682,0,20,1.0,20,-20
ffmpeg-bin-static,3.1.0,336139793,0,1,1.0,1,-1
demo-cg-sdk,0.0.1,320035701,0,7,1.0,7,-7
@terminal-code/cli,0.2.112,321175410,0,0,0.0,0,0
ipfs_kit_js,1.0.24,256396739,7,3,0.3,10,4
pyret-embed,0.0.57,175692976,0,9,1.0,9,-9
pulsa-miniapp,0.0.2,251325558,0,11,1.0,11,-11
haptik-sdk-lib,0.0.2,391714158,0,10,1.0,10,-10
@zuyzuygames/personalize-gemini-cli,0.39.0,174068047,0,53,1.0,53,-53
react-native-document-reader-core-full,5.1.0,213055101,0,0,0.0,0,0
german-administrative-areas,1.0.0,169298833,5,9,0.6429,14,-4
react-native-native-sdk-demo,1.0.2,213907958,0,1,1.0,1,-1
youtube-selfbot-api,4.4.3,153780729,1,6,0.8571,7,-5
mbvue_xh,1.0.1,170931515,0,13,1.0,13,-13
@anieo/codegenie-cli-linux-x64,1.3.3,151415581,0,0,0.0,0,0
koishi-plugin-vercel-satori-png-service-font-source-han-mono-sc,0.0.2,241469644,0,1,1.0,1,-1
@codemieai/codemie-opencode-linux-arm64-musl,0.0.47,149329548,0,0,0.0,0,0
solidity-ts-parser,1.0.1,137736763,0,10,1.0,10,-10
@lobehub/fluent-emoji-anim-4,1.0.0,186942282,0,0,0.0,0,0
sz_claw,0.0.4,135564891,0,66,1.0,66,-66
@react-native-oh-tpl/realm,12.13.1-0.0.7-rc.0,136375291,1,27,0.9643,28,-26
unicode-6.2.0,0.7.5,121715865,2,0,0.0,2,2
writango_srcikpsno,3.0.0,165267688,1,1,0.5,2,0
@automagik/forge,0.7.4,155734875,1,2,0.6667,3,-1
hasl-oss,1.0.1,181858372,0,0,0.0,0,0
blogcdn,1.0.2,155131880,0,0,0.0,0,0
@cyberstrike-io/cyberstrike-darwin-x64,1.1.13,119541991,0,0,0.0,0,0
@groeimetai/snow-code-linux-x64,1.7.11,136229633,0,0,0.0,0,0
@anonymous-dev/0x0-linux-x64-musl,6.5.2,132598900,0,0,0.0,0,0
@heidi-dang/oh-my-opencode-windows-x64,3.13.1,125091707,0,0,0.0,0,0
@translate-local/tl-win32-x64,0.3.5,123438482,0,0,0.0,0,0
@fathym/landingpageazure,0.1.3,146319903,0,0,0.0,0,0
@choreruiz/capacitor-node-js,1.0.2,375252951,0,20,1.0,20,-20
@mpetrunic/eth2-spec-tests,1.0.1,4133982179,0,0,0.0,0,0
@vitta-health/awsenv,2.0.1,276933172,0,7,1.0,7,-7
esy-bash-test,0.0.101,487894567,0,5,1.0,5,-5
pakkk-echo,1.1.0,286873364,0,65,1.0,65,-65
react-native-paint-board-library-obj-c,1.0.3,399849248,0,0,0.0,0,0
@citychallenge/react-viro,2.17.4,350823501,0,1,1.0,1,-1
mobile_sdk_test2,0.0.1,284852478,0,12,1.0,12,-12
pdfactory,0.0.25,275211770,0,22,1.0,22,-22
mysdk123458,0.0.1,405470142,0,17,1.0,17,-17
feer-cli,0.3.2,225707629,0,6,1.0,6,-6
